cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-Nhs7Dq,ACH-000347,1,,,QGP1,PT-GF2gdzXR,,,gs://ccle_bams/raindance/G16640/QGP-1/current/QGP-1.bam,gs://ccle_bams/raindance/G16640/QGP-1/current/QGP-1.bai,,Male,,pancreas,Pancreatic Cancer,endocrine,somatostatinoma,pancreas,,,raindance,,,CCLE line; exocrine,CCLE2,19/3/2012,,,,xgepRw==,,,,,,,,,,
CDS-duWCYT,ACH-000189,1,,,RCC10RGB,PT-nlOtqIus,,,gs://ccle_bams/raindance/G16640/RCC10RGB/current/RCC10RGB.bam,gs://ccle_bams/raindance/G16640/RCC10RGB/current/RCC10RGB.bai,,Male,,kidney,Kidney Cancer,renal_cell_carcinoma,,kidney,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,//e8wQ==,,,,,,,,,,
CDS-jZDNwG,ACH-000922,1,,,RCHACV,PT-c3HdXRvX,,,gs://ccle_bams/raindance/G16640/RCH-ACV/current/RCH-ACV.bam,gs://ccle_bams/raindance/G16640/RCH-ACV/current/RCH-ACV.bai,,Female,,bone_marrow,Leukemia,ALL,b_cell,blood,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,I1VHfQ==,,,,,,,,,,
CDS-mIidS8,ACH-000565,1,,,RCM1,PT-oO4DAXPH,,,gs://ccle_bams/raindance/G16640/RCM-1/current/RCM-1.bam,gs://ccle_bams/raindance/G16640/RCM-1/current/RCM-1.bai,,Female,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,02Vr7A==,,,,,,,,,,
CDS-dX2KWa,ACH-000169,1,,,RD,PT-T2XeLwNO,,,gs://ccle_bams/raindance/G16640/RD/current/RD.bam,gs://ccle_bams/raindance/G16640/RD/current/RD.bai,,Female,,soft_tissue,Sarcoma,rhabdomyosarcoma,embryonal,soft_tissue,,,raindance,,,,CCLE2,2/4/2012,,,,x+34Gw==,,,,,,,,,,
CDS-3znY11,ACH-000068,1,,,REC1,PT-yxXdVJV4,,,gs://ccle_bams/raindance/G16640/REC-1/current/REC-1.bam,gs://ccle_bams/raindance/G16640/REC-1/current/REC-1.bai,,Male,,lymph_node,Lymphoma,non_hodgkin_lymphoma,b_cell_mantle_cell,lymphocyte,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,qpt5Ag==,,,,,,,,,,
CDS-J0K6Na,ACH-000144,1,,,RERFGC1B,PT-IvdBQGve,,,gs://ccle_bams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bam,gs://ccle_bams/raindance/G16640/RERF-GC-1B/current/RERF-GC-1B.bai,,Male,,lymph_node,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,kW5N1Q==,,,,,,,,,,
CDS-smcnZB,ACH-000482,1,,,RERFLCKJ,PT-K7569IxM,,,gs://ccle_bams/raindance/G16640/RERF-LC-KJ/current/RERF-LC-KJ.bam,gs://ccle_bams/raindance/G16640/RERF-LC-KJ/current/RERF-LC-KJ.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,AGgltA==,,,,,,,,,,
CDS-nUvaOH,ACH-000062,1,,,RERFLCMS,PT-Truc7Kn5,,,gs://ccle_bams/raindance/G16640/RERF-LC-MS/current/RERF-LC-MS.bam,gs://ccle_bams/raindance/G16640/RERF-LC-MS/current/RERF-LC-MS.bai,,Male,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,qBt7tA==,,,,,,,,,,
CDS-DXUgxB,ACH-000442,1,,,RERFLCSQ1,PT-PGnluNPQ,,,gs://ccle_bams/raindance/G16640/RERF-LC-Sq1/current/RERF-LC-Sq1.bam,gs://ccle_bams/raindance/G16640/RERF-LC-Sq1/current/RERF-LC-Sq1.bai,,Female,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,dZN8Kg==,,,,,,,,,,
CDS-Yw78L3,ACH-000689,1,,,RH18,PT-wP0SfGIP,,,gs://ccle_bams/raindance/G16640/RH-18/current/RH-18.bam,gs://ccle_bams/raindance/G16640/RH-18/current/RH-18.bai,,Female,,soft_tissue,Sarcoma,rhabdomyosarcoma,,soft_tissue,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,x702hg==,,,,,,,,,,
CDS-ad03tH,ACH-000833,1,,,RH30,PT-1pmEsGyv,,,gs://ccle_bams/raindance/G16640/RH-30/current/RH-30.bam,gs://ccle_bams/raindance/G16640/RH-30/current/RH-30.bai,,Male,,bone_marrow,Sarcoma,rhabdomyosarcoma,alveolar,soft_tissue,,,raindance,,,"RH-30 Synonymous to SJRH-30, patient data and derivation paper referenced consistent between sites.",CCLE2,18/4/2012,,,,FF1lSQ==,,,,,,,,,,
CDS-cF0CW3,ACH-000398,1,,,RI1,PT-9GP8PVx0,,,gs://ccle_bams/raindance/G16640/RI-1/current/RI-1.bam,gs://ccle_bams/raindance/G16640/RI-1/current/RI-1.bai,,Female,,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,whRhIw==,,,,,,,,,,
CDS-Odfpng,ACH-000505,1,,,RKN,PT-VjLWrmPh,,,gs://ccle_bams/raindance/G16640/RKN/current/RKN.bam,gs://ccle_bams/raindance/G16640/RKN/current/RKN.bai,,Female,,ovary,Sarcoma,leiomyosarcoma,,soft_tissue,,,raindance,,,CCLE line; was annotated as ovarian,CCLE2,19/3/2012,,,,DnHfIA==,,,,,,,,,,
CDS-yAz1Ko,ACH-000943,1,,,RKO,PT-d4RZ4KSX,,,gs://ccle_bams/raindance/G16640/RKO/current/RKO.bam,gs://ccle_bams/raindance/G16640/RKO/current/RKO.bai,,Unknown,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,3oCWrQ==,,,,,,,,,,
CDS-LubMgE,ACH-000371,1,,,RL,PT-I5HzSxeY,,,gs://ccle_bams/raindance/G16640/RL/current/RL.bam,gs://ccle_bams/raindance/G16640/RL/current/RL.bai,,Male,,ascites,Lymphoma,non_hodgkin_lymphoma,b_cell,lymphocyte,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,61NTPg==,,,,,,,,,,
CDS-83NN3n,ACH-000965,1,,,RL952,PT-qgJRK9AO,,,gs://ccle_bams/raindance/G16640/RL95-2/current/RL95-2.bam,gs://ccle_bams/raindance/G16640/RL95-2/current/RL95-2.bai,,Female,,endometrium,Endometrial/Uterine Cancer,endometrial_adenosquamous,,uterus,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,dat+ZA==,,,,,,,,,,
CDS-mICx94,ACH-000701,1,,,RMUGS,PT-nGkAu01V,,,gs://ccle_bams/raindance/G16640/RMUG-S/current/RMUG-S.bam,gs://ccle_bams/raindance/G16640/RMUG-S/current/RMUG-S.bai,,Female,,ovary,Ovarian Cancer,ovary_adenocarcinoma,mucinous,ovary,,,raindance,,,CCLE line; Ovarian mucinous cystadenocarcinoma,CCLE2,24/3/2012,,,,XSJ8Gw==,,,,,,,,,,
CDS-aJyjil,ACH-000636,1,,,RPMI8402,PT-HNwV1OnL,,,gs://ccle_bams/raindance/G16640/RPMI-8402/current/RPMI-8402.bam,gs://ccle_bams/raindance/G16640/RPMI-8402/current/RPMI-8402.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,t_cell,blood,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,QNkupg==,,,,,,,,,,
CDS-VjQVjt,ACH-001182,1,,,RPMI6666,PT-oFgMemwT,,,gs://ccle_bams/raindance/G16640/RPMI_6666/current/RPMI_6666.bam,gs://ccle_bams/raindance/G16640/RPMI_6666/current/RPMI_6666.bai,,Unknown,,haematopoietic_and_lymphoid_tissue,Unknown,,,unknown,,,raindance,,,CCLE line; Problematic cell line: Misidentified. Originally thought to be a Hodgkin&#39;s cell line but is a B-lymphoblastoid cell line (PubMed=12592342; PubMed=20143388).,CCLE2,2/4/2012,,,,EFDljg==,,,,,,,,,,
CDS-smsmMu,ACH-000817,1,,,RPMI8226,PT-phwHo3i8,,,gs://ccle_bams/raindance/G16640/RPMI_8226/current/RPMI_8226.bam,gs://ccle_bams/raindance/G16640/RPMI_8226/current/RPMI_8226.bai,,Male,,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,plasmacytoma,plasma_cell,,,raindance,,,"CCLE line; Identical lines: RPMI 8226, COLO 775 and COLO-677 share high SNP identity and are likely to be RPMI 8226",CCLE2,19/3/2012,,,,z8T7Bg==,,,,,,,,,,
CDS-t3nEog,ACH-000874,1,,,RS411,PT-jdbP5RST,,,gs://ccle_bams/raindance/G16640/RS4_11/current/RS4_11.bam,gs://ccle_bams/raindance/G16640/RS4_11/current/RS4_11.bai,,Female,,bone_marrow,Leukemia,ALL,b_cell,blood,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,9LUF4A==,,,,,,,,,,
CDS-dl6nSn,ACH-000614,1,,,RVH421,PT-PRw8ZDeh,,,gs://ccle_bams/raindance/G16640/RVH-421/current/RVH-421.bam,gs://ccle_bams/raindance/G16640/RVH-421/current/RVH-421.bai,,Male,,central_nervous_system,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,AY52ow==,,,,,,,,,,
CDS-nw6TDk,ACH-000654,1,,,RAJI,PT-5Yd40Edc,,,gs://ccle_bams/raindance/G16640/Raji/current/Raji.bam,gs://ccle_bams/raindance/G16640/Raji/current/Raji.bai,,Male,,bone,Lymphoma,non_hodgkin_lymphoma,b_cell_burkitt,lymphocyte,,,raindance,,,CCLE line; DNA fingerprinting has shown NC-37 to be a derivative of Raji (ATCC).,CCLE2,2/4/2012,,,,MZPjSg==,,,,,,,,,,
CDS-AsyiEA,ACH-000960,1,,,REH,PT-ivSK2XDa,,,gs://ccle_bams/raindance/G16640/Reh/current/Reh.bam,gs://ccle_bams/raindance/G16640/Reh/current/Reh.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,raindance,,,CCLE line; pre-B cell,CCLE2,19/3/2012,,,,qufegQ==,,,,,,,,,,
CDS-6evuKy,ACH-000037,1,,,S117,PT-i8DUdUjk,,,gs://ccle_bams/raindance/G16640/S-117/current/S-117.bam,gs://ccle_bams/raindance/G16640/S-117/current/S-117.bai,,Female,,soft_tissue,Sarcoma,thyroid_sarcoma,,soft_tissue,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,LTKO8w==,,,,,,,,,,
CDS-un4cLN,ACH-000670,1,,,SBC5,PT-j63DP7S3,,,gs://ccle_bams/raindance/G16640/SBC-5/current/SBC-5.bam,gs://ccle_bams/raindance/G16640/SBC-5/current/SBC-5.bai,,Male,,pleural_effusion,Lung Cancer,SCLC,,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,z7SwBQ==,,,,,,,,,,
CDS-mKZyEF,ACH-000254,1,,,SCC15,PT-Kk1vFq3i,,,gs://ccle_bams/raindance/G16640/SCC-15/current/SCC-15.bam,gs://ccle_bams/raindance/G16640/SCC-15/current/SCC-15.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,HJE1HQ==,,,,,,,,,,
CDS-bc05gG,ACH-000188,1,,,SCC25,PT-mkEt2ECi,,,gs://ccle_bams/raindance/G16640/SCC-25/current/SCC-25.bam,gs://ccle_bams/raindance/G16640/SCC-25/current/SCC-25.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,RpL5tQ==,,,,,,,,,,
CDS-vqqSwg,ACH-000238,1,,,SCC4,PT-fZCAT6XS,,,gs://ccle_bams/raindance/G16640/SCC-4/current/SCC-4.bam,gs://ccle_bams/raindance/G16640/SCC-4/current/SCC-4.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,oral,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,h33sYA==,,,,,,,,,,
CDS-Cue6Un,ACH-000659,1,,,SCLC21H,PT-p82i21Gr,,,gs://ccle_bams/raindance/G16640/SCLC-21H/current/SCLC-21H.bam,gs://ccle_bams/raindance/G16640/SCLC-21H/current/SCLC-21H.bai,,Male,,pleural_effusion,Lung Cancer,SCLC,,lung,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,Tm0o8g==,,,,,,,,,,
CDS-t1h4Sj,ACH-000839,1,,,SCABER,PT-792MSRkf,,,gs://ccle_bams/raindance/G16640/SCaBER/current/SCaBER.bam,gs://ccle_bams/raindance/G16640/SCaBER/current/SCaBER.bai,,Male,,urinary_tract,Bladder Cancer,bladder_carcinoma,bladder_squamous,urinary_tract,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,CZgLFw==,,,,,,,,,,
CDS-B53b8o,ACH-000782,1,,,SEM,PT-kK4k2wSt,,,gs://ccle_bams/raindance/G16640/SEM/current/SEM.bam,gs://ccle_bams/raindance/G16640/SEM/current/SEM.bai,,Female,,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,lVdUIw==,,,,,,,,,,
CDS-yOVy2q,ACH-000376,1,,,SF295,PT-kFGzHZl3,,,gs://ccle_bams/raindance/G16640/SF-295/current/SF-295.bam,gs://ccle_bams/raindance/G16640/SF-295/current/SF-295.bai,,Female,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,zMCP+Q==,,,,,,,,,,
CDS-QyxTvy,ACH-000764,1,,,SH10TC,PT-aOY5hm8j,,,gs://ccle_bams/raindance/G16640/SH-10-TC/current/SH-10-TC.bam,gs://ccle_bams/raindance/G16640/SH-10-TC/current/SH-10-TC.bai,,Unknown,,stomach,Gastric Cancer,gastric_adenocarcinoma,mucinous,gastric,,,raindance,,,CCLE line; mucinous_adenocarcinoma,CCLE2,19/3/2012,,,,kBxZrg==,,,,,,,,,,
CDS-6NBfQ2,ACH-000441,1,,,SH4,PT-XtyEhFWt,,,gs://ccle_bams/raindance/G16640/SH-4/current/SH-4.bam,gs://ccle_bams/raindance/G16640/SH-4/current/SH-4.bai,,Female,,pleural_effusion,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,bmZIPw==,,,,,,,,,,
CDS-rONjRr,ACH-000099,1,,,SIMA,PT-t7UquZO2,,,gs://ccle_bams/raindance/G16640/SIMA/current/SIMA.bam,gs://ccle_bams/raindance/G16640/SIMA/current/SIMA.bai,,Male,,autonomic_ganglia,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,raindance,,,CCLE line; MYCN WT; adrenergic; 1p normal,CCLE2,18/4/2012,,,,wEkRDA==,,,,,,,,,,
CDS-JC3C4V,ACH-000748,1,,,SJSA1,PT-Bru8651Z,,,gs://ccle_bams/raindance/G16640/SJSA-1/current/SJSA-1.bam,gs://ccle_bams/raindance/G16640/SJSA-1/current/SJSA-1.bai,,Male,,bone,Bone Cancer,osteosarcoma,,bone,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,VO0r4A==,,,,,,,,,,
CDS-FmwrwL,ACH-000017,1,,,SKBR3,PT-ptT1s1d6,,,gs://ccle_bams/raindance/G16640/SK-BR-3/current/SK-BR-3.bam,gs://ccle_bams/raindance/G16640/SK-BR-3/current/SK-BR-3.bai,,Female,,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2pos,breast,,,raindance,,,CCLE line; HER2AMP; The AU565 &amp; SK-BR-3 cell lines were established from the same patient (ATCC).; luminal,CCLE2,2/4/2012,,,,ULoliQ==,,,,,,,,,,
CDS-kcyWSn,ACH-000087,1,,,SKES1,PT-176sdBYi,,,gs://ccle_bams/raindance/G16640/SK-ES-1/current/SK-ES-1.bam,gs://ccle_bams/raindance/G16640/SK-ES-1/current/SK-ES-1.bai,,Male,,bone,Bone Cancer,Ewing_sarcoma,,bone,,,raindance,,,(RNAseq) EWS/FLI,CCLE2,2/4/2012,,,,jLenWg==,,,,,,,,,,
CDS-YIXQja,ACH-000361,1,,,SKHEP1,PT-IhvvToUa,,,gs://ccle_bams/raindance/G16640/SK-HEP-1/current/SK-HEP-1.bam,gs://ccle_bams/raindance/G16640/SK-HEP-1/current/SK-HEP-1.bai,,Male,,ascites,Liver Cancer,hepatocellular_carcinoma,,liver,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,iP9SRg==,,,,,,,,,,
CDS-XXIjV1,ACH-000145,1,,,SKLMS1,PT-QMHKkNl3,,,gs://ccle_bams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bam,gs://ccle_bams/raindance/G16640/SK-LMS-1/current/SK-LMS-1.bai,,Female,,soft_tissue,Sarcoma,leiomyosarcoma,,soft_tissue,,,raindance,,,,CCLE2,2/4/2012,,,,9ThvAA==,,,,,,,,,,
CDS-9GFGTi,ACH-000309,1,,,SKLU1,PT-FmbFY70A,,,gs://ccle_bams/raindance/G16640/SK-LU-1/current/SK-LU-1.bam,gs://ccle_bams/raindance/G16640/SK-LU-1/current/SK-LU-1.bai,,Female,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,U97ixw==,,,,,,,,,,
CDS-Sz8Sv1,ACH-000465,1,,,SKMEL1,PT-0MVYtleT,,,gs://ccle_bams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bam,gs://ccle_bams/raindance/G16640/SK-MEL-1/current/SK-MEL-1.bai,,Male,,haematopoietic_and_lymphoid_tissue,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,xZy5Ag==,,,,,,,,,,
CDS-l79dlW,ACH-001190,1,,,SKMEL2,PT-xA1dFDNw,,,gs://ccle_bams/raindance/G16640/SK-MEL-2/current/SK-MEL-2.bam,gs://ccle_bams/raindance/G16640/SK-MEL-2/current/SK-MEL-2.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,6M4m0Q==,,,,,,,,,,
CDS-kJ70s6,ACH-000822,1,,,SKMEL24,PT-dCWw2YWT,,,gs://ccle_bams/raindance/G16640/SK-MEL-24/current/SK-MEL-24.bam,gs://ccle_bams/raindance/G16640/SK-MEL-24/current/SK-MEL-24.bai,,Male,,lymph_node,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,bPHiVw==,,,,,,,,,,
CDS-LqkO8A,ACH-000615,1,,,SKMEL28,PT-NBmpXGrO,,,gs://ccle_bams/raindance/G16640/SK-MEL-28/current/SK-MEL-28.bam,gs://ccle_bams/raindance/G16640/SK-MEL-28/current/SK-MEL-28.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,aFsXeg==,,,,,,,,,,
CDS-gsC353,ACH-000810,1,,,SKMEL30,PT-QhuivGIF,,,gs://ccle_bams/raindance/G16640/SK-MEL-30/current/SK-MEL-30.bam,gs://ccle_bams/raindance/G16640/SK-MEL-30/current/SK-MEL-30.bai,,Male,,skin,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,ngY1iQ==,,,,,,,,,,
CDS-kGkgBX,ACH-000640,1,,,SKMEL31,PT-7ur69s9A,,,gs://ccle_bams/raindance/G16640/SK-MEL-31/current/SK-MEL-31.bam,gs://ccle_bams/raindance/G16640/SK-MEL-31/current/SK-MEL-31.bai,,Female,,skin,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,9u9efA==,,,,,,,,,,
CDS-nKmUUD,ACH-000730,1,,,SKMEL5,PT-GKGumOIo,,,gs://ccle_bams/raindance/G16640/SK-MEL-5/current/SK-MEL-5.bam,gs://ccle_bams/raindance/G16640/SK-MEL-5/current/SK-MEL-5.bai,,Female,,lymph_node,Skin Cancer,melanoma,,skin,,,raindance,,,CCLE line,CCLE2,24/3/2012,,,,8gngkg==,,,,,,,,,,
CDS-ZOv39z,ACH-000366,1,,,SKNDZ,PT-aknmynHg,,,gs://ccle_bams/raindance/G16640/SK-N-DZ/current/SK-N-DZ.bam,gs://ccle_bams/raindance/G16640/SK-N-DZ/current/SK-N-DZ.bai,,Female,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,raindance,,,CCLE line; MYCN amp; adrenergic; 1p normal,CCLE2,18/3/2012,,,,9uNsng==,,,,,,,,,,
CDS-S2MAPh,ACH-000341,1,,,SKNFI,PT-NwMtfErn,,,gs://ccle_bams/raindance/G16640/SK-N-FI/current/SK-N-FI.bam,gs://ccle_bams/raindance/G16640/SK-N-FI/current/SK-N-FI.bai,,Male,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,raindance,,,CCLE line; MYCN WT; adrenergic; 1p normal,CCLE2,2/4/2012,,,,lPkMrQ==,,,,,,,,,,
CDS-PjJUhS,ACH-000039,1,,,SKNMC,PT-bhYsEzwa,,,gs://ccle_bams/raindance/G16640/SK-N-MC/current/SK-N-MC.bam,gs://ccle_bams/raindance/G16640/SK-N-MC/current/SK-N-MC.bai,,Female,,bone,Bone Cancer,Ewing_sarcoma,,bone,,,raindance,,,CCLE line; (RNAseq) EWS/FLI; MC-IXC is a twice cloned subline of the neuroepithelioma cell line SK-N-MC which was established in September of 1971 from a metastatic tumor mass (ATCC).,CCLE2,19/3/2012,,,,X7Qt6w==,,,,,,,,,,
CDS-gENLEz,ACH-000149,1,,,SKNSH,PT-li41892T,,,gs://ccle_bams/raindance/G16640/SK-N-SH/current/SK-N-SH.bam,gs://ccle_bams/raindance/G16640/SK-N-SH/current/SK-N-SH.bai,,Female,,bone_marrow,Neuroblastoma,neuroblastoma,,peripheral_nervous_system,,,raindance,,,"CCLE line; MYCN WT; adrenergic/mesenchymal; 1p normal, SH-SY5Y is clonal subline of the neuroepithelioma cell line SK-N-SH that had been established in 1970 from the bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma (DSMZ).",CCLE2,18/4/2012,,,,jgX7fA==,,,,,,,,,,
CDS-0dJckp,ACH-000811,1,,,SKOV3,PT-vXz7UPRQ,,,gs://ccle_bams/raindance/G16640/SK-OV-3/current/SK-OV-3.bam,gs://ccle_bams/raindance/G16640/SK-OV-3/current/SK-OV-3.bai,,Female,,ascites,Ovarian Cancer,ovary_adenocarcinoma,endometrioid,ovary,,,raindance,,,CCLE line; Ovarian serous cystadenocarcinoma,CCLE2,19/3/2012,,,,RlSQXw==,,,,,,,,,,
CDS-HXEfKS,ACH-000939,1,,,SKUT1,PT-IVTZZjTL,,,gs://ccle_bams/raindance/G16640/SK-UT-1/current/SK-UT-1.bam,gs://ccle_bams/raindance/G16640/SK-UT-1/current/SK-UT-1.bai,,Female,,endometrium,Sarcoma,leiomyosarcoma,,soft_tissue,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,5f+Oow==,,,,,,,,,,
CDS-GwD8i8,ACH-000373,1,,,SKM1,PT-RQAq5BmM,,,gs://ccle_bams/raindance/G16640/SKM-1/current/SKM-1.bam,gs://ccle_bams/raindance/G16640/SKM-1/current/SKM-1.bai,,Male,,haematopoietic_and_lymphoid_tissue,Leukemia,AML,,blood,,,raindance,,,CCLE line; no known fusion; p53 mut; KRAS mut; EZH2 mut,CCLE2,19/3/2012,,,,lO2TLA==,,,,,,,,,,
CDS-ZnzvXp,ACH-000974,1,,,SNGM,PT-JEQVUMMQ,,,gs://ccle_bams/raindance/G16640/SNG-M/current/SNG-M.bam,gs://ccle_bams/raindance/G16640/SNG-M/current/SNG-M.bai,,Female,,lymph_node,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,raindance,,,CCLE line,CCLE2,18/4/2012,,,,RxbU9w==,,,,,,,,,,
CDS-wRLgJI,ACH-000932,1,,,SNU1,PT-iSBbjzRe,,,gs://ccle_bams/raindance/G16640/SNU-1/current/SNU-1.bam,gs://ccle_bams/raindance/G16640/SNU-1/current/SNU-1.bai,,Male,,stomach,Gastric Cancer,gastric_adenocarcinoma,,gastric,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,sZITSw==,,,,,,,,,,
CDS-FPnWcL,ACH-000286,1,,,SNU1033,PT-KVG3dbAj,,,gs://ccle_bams/raindance/G16640/SNU-1033/current/SNU-1033.bam,gs://ccle_bams/raindance/G16640/SNU-1033/current/SNU-1033.bai,,Female,,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,78JXBw==,,,,,,,,,,
CDS-nkhmJM,ACH-000999,1,,,SNU1040,PT-f7eCBPcU,,,gs://ccle_bams/raindance/G16640/SNU-1040/current/SNU-1040.bam,gs://ccle_bams/raindance/G16640/SNU-1040/current/SNU-1040.bai,,Male,,Colon,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,WgQZ5Q==,,,,,,,,,,
CDS-uHA4VN,ACH-000618,1,,,SNU1041,PT-PhRYvrqt,,,gs://ccle_bams/raindance/G16640/SNU-1041/current/SNU-1041.bam,gs://ccle_bams/raindance/G16640/SNU-1041/current/SNU-1041.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,hypopharyngeal,upper_aerodigestive,,,raindance,,,CCLE line; Hypopharyngeal squamous cell carcinoma,CCLE2,19/3/2012,,,,mV3WiQ==,,,,,,,,,,
CDS-xXEnNb,ACH-000549,1,,,SNU1076,PT-kmmueSSC,,,gs://ccle_bams/raindance/G16640/SNU-1076/current/SNU-1076.bam,gs://ccle_bams/raindance/G16640/SNU-1076/current/SNU-1076.bai,,Male,,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,laryngeal,upper_aerodigestive,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,tSCxwg==,,,,,,,,,,
CDS-PDNcWR,ACH-000302,1,,,SNU1077,PT-oD8cIp2t,,,gs://ccle_bams/raindance/G16640/SNU-1077/current/SNU-1077.bam,gs://ccle_bams/raindance/G16640/SNU-1077/current/SNU-1077.bai,,Female,,endometrium,Endometrial/Uterine Cancer,mullerian_carcinoma,,uterus,,,raindance,,,CCLE line; Mullerian,CCLE2,18/3/2012,,,,zb0nDQ==,,,,,,,,,,
CDS-bo4wB6,ACH-000368,1,,,SNU1105,PT-x52qwkcM,,,gs://ccle_bams/raindance/G16640/SNU-1105/current/SNU-1105.bam,gs://ccle_bams/raindance/G16640/SNU-1105/current/SNU-1105.bai,,Male,,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,O9jp/Q==,,,,,,,,,,
