cds_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,stripped_cell_line_name,gender,notes,primary_site,primary_disease,subtype,comments,arxspan_id,ccle_name,version,sm_id,source,datatype,sequencing_type,sequencing_date,baits,origin,subsubtype,patient_id,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-nzfO59,,gs://ccle_bams/raindance/G16640/TE-8/current/TE-8.bam,gs://ccle_bams/raindance/G16640/TE-8/current/TE-8.bai,,TE8,Male,Male,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000452,,1,,CCLE2,raindance,,734502.0,,esophagus,,PT-6DiyvAL7,,,,y02j0g==,,,,,,,,,,
CDS-NCpCPC,,gs://ccle_bams/raindance/G16640/TE-9/current/TE-9.bam,gs://ccle_bams/raindance/G16640/TE-9/current/TE-9.bai,,TE9,Male,Male,pleural_effusion,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000694,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-bqDDFVsa,,,,Hy1Rug==,,,,,,,,,,
CDS-gJGzLp,,gs://ccle_bams/raindance/G16640/TEN/current/TEN.bam,gs://ccle_bams/raindance/G16640/TEN/current/TEN.bai,,TEN,Female,Female,endometrium,Endometrial/Uterine Cancer,clear_cell_carcinoma,CCLE line,ACH-000397,,1,,CCLE2,raindance,,734518.0,,uterus,,PT-DZFcdSfM,,,,+FBUnA==,,,,,,,,,,
CDS-k4KpaH,,gs://ccle_bams/raindance/G16640/TE_125.T/current/TE_125.T.bam,gs://ccle_bams/raindance/G16640/TE_125.T/current/TE_125.T.bai,,TE125T,Female,Female,fibroblast,Fibroblast,fibroblast_soft_tissue,CCLE line,ACH-000079,,1,,CCLE2,raindance,,734502.0,,fibroblast,,PT-yLEsNfTn,,,,JCIwog==,,,,,,,,,,
CDS-KWISke,,gs://ccle_bams/raindance/G16640/TE_159.T/current/TE_159.T.bam,gs://ccle_bams/raindance/G16640/TE_159.T/current/TE_159.T.bai,,TE159T,Male,Male,fibroblast,Fibroblast,fibroblast_soft_tissue,CCLE line,ACH-000175,,1,,CCLE2,raindance,,734518.0,,fibroblast,,PT-isiBiX77,,,,tOZtoA==,,,,,,,,,,
CDS-4f5JFg,,gs://ccle_bams/raindance/G16640/TE_441.T/current/TE_441.T.bam,gs://ccle_bams/raindance/G16640/TE_441.T/current/TE_441.T.bai,,TE441T,Female,Female,soft_tissue,Sarcoma,rhabdomyosarcoma,CCLE line,ACH-000772,,1,,CCLE2,raindance,,734518.0,,soft_tissue,,PT-qO9DDcOc,,,,yV9t1g==,,,,,,,,,,
CDS-vXeqnz,,gs://ccle_bams/raindance/G16640/TE_617.T/current/TE_617.T.bam,gs://ccle_bams/raindance/G16640/TE_617.T/current/TE_617.T.bai,,TE617T,Female,Female,soft_tissue,Sarcoma,rhabdomyosarcoma,CCLE line,ACH-000051,,1,,CCLE2,raindance,,734489.0,,soft_tissue,,PT-2idRHKaT,,,,6ETp1A==,,,,,,,,,,
CDS-xfWyJg,,gs://ccle_bams/raindance/G16640/TF-1/current/TF-1.bam,gs://ccle_bams/raindance/G16640/TF-1/current/TF-1.bai,,TF1,Male,Male,bone_marrow,Leukemia,AML,CCLE line; M6; no known fusion; p53 mut; NRAS mut; EVI high,ACH-000387,,1,,CCLE2,raindance,,734502.0,,blood,,PT-q0btklZ4,,,,um6MwA==,,,,,,,,,,
CDS-KSB3ht,,gs://ccle_bams/raindance/G16640/THP-1/current/THP-1.bam,gs://ccle_bams/raindance/G16640/THP-1/current/THP-1.bai,,THP1,Male,Male,haematopoietic_and_lymphoid_tissue,Leukemia,AML,"CCLE line; MLL-AF9, CTBp2-p10; p53 mut; NRAS mut",ACH-000146,,1,,CCLE2,raindance,,734494.0,,blood,M5,PT-DHhNZy3C,,,,W72nNQ==,,,,,,,,,,
CDS-fYemMH,,gs://ccle_bams/raindance/G16640/TM-31/current/TM-31.bam,gs://ccle_bams/raindance/G16640/TM-31/current/TM-31.bai,,TM31,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000592,,1,,CCLE2,raindance,,734489.0,,central_nervous_system,,PT-BeUAVA9X,,,,6cRJMA==,,,,,,,,,,
CDS-QOtVYA,,gs://ccle_bams/raindance/G16640/TT/current/TT.bam,gs://ccle_bams/raindance/G16640/TT/current/TT.bai,,TT,Female,Female,thyroid,Thyroid Cancer,thyroid_squamous,medullary carcinoma,ACH-001321,,1,,CCLE2,raindance,,734489.0,,thyroid,,PT-OVRMZN9o,,,,Cf01pQ==,,,,,,,,,,
CDS-D9Kz9G,,gs://ccle_bams/raindance/G16640/TT2609-C02/current/TT2609-C02.bam,gs://ccle_bams/raindance/G16640/TT2609-C02/current/TT2609-C02.bai,,TT2609C02,Male,Male,thyroid,Thyroid Cancer,thyroid_carcinoma,CCLE line,ACH-000716,,1,,CCLE2,raindance,,734489.0,,thyroid,follicular,PT-gZ5Wlv3R,,,,/Whweg==,,,,,,,,,,
CDS-bKqmFE,,gs://ccle_bams/raindance/G16640/TUHR10TKB/current/TUHR10TKB.bam,gs://ccle_bams/raindance/G16640/TUHR10TKB/current/TUHR10TKB.bai,,TUHR10TKB,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000459,,1,,CCLE2,raindance,,734489.0,,kidney,,PT-N5HzwVV3,,,,ZewFLA==,,,,,,,,,,
CDS-tnOPtF,,gs://ccle_bams/raindance/G16640/TUHR14TKB/current/TUHR14TKB.bam,gs://ccle_bams/raindance/G16640/TUHR14TKB/current/TUHR14TKB.bai,,TUHR14TKB,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000317,,1,,CCLE2,raindance,,734494.0,,kidney,,PT-FCWe2Ee3,,,,/9OQ0w==,,,,,,,,,,
CDS-q0W3xm,,gs://ccle_bams/raindance/G16640/TUHR4TKB/current/TUHR4TKB.bam,gs://ccle_bams/raindance/G16640/TUHR4TKB/current/TUHR4TKB.bai,,TUHR4TKB,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000495,,1,,CCLE2,raindance,,734502.0,,kidney,,PT-CBWge9hN,,,,9UW8Nw==,,,,,,,,,,
CDS-LWeap5,,gs://ccle_bams/raindance/G16640/TYK-nu/current/TYK-nu.bam,gs://ccle_bams/raindance/G16640/TYK-nu/current/TYK-nu.bai,,TYKNU,Female,Female,ovary,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; High grade ovarian serous adenocarcinoma,ACH-000430,,1,,CCLE2,raindance,,734494.0,,ovary,high_grade_serous,PT-TSnlyYt3,,,,kR79uQ==,,,,,,,,,,
CDS-IJGn66,,gs://ccle_bams/raindance/G16640/Toledo/current/Toledo.bam,gs://ccle_bams/raindance/G16640/Toledo/current/Toledo.bai,,TOLEDO,Female,Female,haematopoietic_and_lymphoid_tissue,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000285,,1,,CCLE2,raindance,,734518.0,,lymphocyte,DLBCL,PT-7SvBA9k3,,,,5n/L2A==,,,,,,,,,,
CDS-lGPGRd,,gs://ccle_bams/raindance/G16640/U-251_MG/current/U-251_MG.bam,gs://ccle_bams/raindance/G16640/U-251_MG/current/U-251_MG.bai,,U251MG,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line; Identical lines: SNB-19 and U-251 MG share high SNP identity,ACH-000232,,1,,CCLE2,raindance,,734489.0,,central_nervous_system,astrocytoma,PT-VnI3ehZv,,,,dTNa0A==,,,,,,,,,,
CDS-qvnpu1,,gs://ccle_bams/raindance/G16640/U-2_OS/current/U-2_OS.bam,gs://ccle_bams/raindance/G16640/U-2_OS/current/U-2_OS.bai,,U2OS,Female,Female,bone,Bone Cancer,osteosarcoma,CCLE line,ACH-000364,,1,,CCLE2,raindance,,734518.0,,bone,,PT-5PQmaXOP,,,,pRCgbg==,,,,,,,,,,
CDS-C6C6vo,,gs://ccle_bams/raindance/G16640/U-87_MG/current/U-87_MG.bam,gs://ccle_bams/raindance/G16640/U-87_MG/current/U-87_MG.bai,,U87MG,Unknown,Unknown,central_nervous_system,Brain Cancer,glioma,CCLE line; Astrocytoma,ACH-000075,,1,,CCLE2,raindance,,734494.0,,central_nervous_system,astrocytoma,PT-BMWclxv0,,,,aJiyEg==,,,,,,,,,,
CDS-6ZX1VG,,gs://ccle_bams/raindance/G16640/U-937/current/U-937.bam,gs://ccle_bams/raindance/G16640/U-937/current/U-937.bai,,U937,Male,Male,pleural_effusion,Leukemia,AML,"CCLE line; CALM-AF10; p53 mut; RAS WT; JAK3 mut; TUR (TPA-U937-Resistant) is a stably transfected cell line generated by Ralf Hass and Masanori Hirano in 1992 from U-937, a monoblastoid cell line (ATCC).",ACH-000406,,1,,CCLE2,raindance,,734502.0,,blood,,PT-7FDfErds,,,,+rG9Ig==,,,,,,,,,,
CDS-3wxwpp,,gs://ccle_bams/raindance/G16640/U-BLC1/current/U-BLC1.bam,gs://ccle_bams/raindance/G16640/U-BLC1/current/U-BLC1.bai,,UBLC1,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000741,,1,,CCLE2,raindance,,734489.0,,urinary_tract,bladder_transitional_cell,PT-LMnIpvOf,,,,yxbOsQ==,,,,,,,,,,
CDS-4Gaj1r,,gs://ccle_bams/raindance/G16640/U266B1/current/U266B1.bam,gs://ccle_bams/raindance/G16640/U266B1/current/U266B1.bai,,U266B1,Male,Male,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,CCLE line,ACH-000626,,1,,CCLE2,raindance,,734494.0,,plasma_cell,plasmacytoma,PT-J6FtotuN,,,,scWkDw==,,,,,,,,,,
CDS-LL2mfD,,gs://ccle_bams/raindance/G16640/UACC-257/current/UACC-257.bam,gs://ccle_bams/raindance/G16640/UACC-257/current/UACC-257.bai,,UACC257,Unknown,Unknown,skin,Skin Cancer,melanoma,CCLE line,ACH-000579,,1,,CCLE2,raindance,,734494.0,,skin,,PT-JTTmNjlE,,,,a2Rqbg==,,,,,,,,,,
CDS-hwUPOt,,gs://ccle_bams/raindance/G16640/UACC-812/current/UACC-812.bam,gs://ccle_bams/raindance/G16640/UACC-812/current/UACC-812.bai,,UACC812,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp; luminal,ACH-000568,,1,,CCLE2,raindance,,734494.0,,breast,ERpos_HER2pos,PT-EQK5shgm,,,,libSYQ==,,,,,,,,,,
CDS-8aTPW9,,gs://ccle_bams/raindance/G16640/UACC-893/current/UACC-893.bam,gs://ccle_bams/raindance/G16640/UACC-893/current/UACC-893.bai,,UACC893,Female,Female,breast,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp; luminal,ACH-000554,,1,,CCLE2,raindance,,734518.0,,breast,ERneg_HER2pos,PT-k60SJRdR,,,,3Fu5Rg==,,,,,,,,,,
CDS-FmWJZK,,gs://ccle_bams/raindance/G16640/UM-UC-1/current/UM-UC-1.bam,gs://ccle_bams/raindance/G16640/UM-UC-1/current/UM-UC-1.bai,,UMUC1,Male,Male,lymph_node,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000834,,1,,CCLE2,raindance,,734494.0,,urinary_tract,bladder_transitional_cell,PT-OEKCL3o4,,,,PRFxsA==,,,,,,,,,,
CDS-HLIC6F,,gs://ccle_bams/raindance/G16640/UM-UC-3/current/UM-UC-3.bam,gs://ccle_bams/raindance/G16640/UM-UC-3/current/UM-UC-3.bai,,UMUC3,Male,Male,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line,ACH-000522,,1,,CCLE2,raindance,,734502.0,,urinary_tract,bladder_transitional_cell,PT-z9lf3v5B,,,,UpWzNQ==,,,,,,,,,,
CDS-z0FuUz,,gs://ccle_bams/raindance/G16640/VMRC-RCW/current/VMRC-RCW.bam,gs://ccle_bams/raindance/G16640/VMRC-RCW/current/VMRC-RCW.bai,,VMRCRCW,Male,Male,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000484,,1,,CCLE2,raindance,,734489.0,,kidney,,PT-P7MxslW4,,,,+OcLVQ==,,,,,,,,,,
CDS-1DieHx,,gs://ccle_bams/raindance/G16640/VMRC-RCZ/current/VMRC-RCZ.bam,gs://ccle_bams/raindance/G16640/VMRC-RCZ/current/VMRC-RCZ.bai,,VMRCRCZ,Unknown,Unknown,kidney,Kidney Cancer,renal_cell_carcinoma,CCLE line,ACH-000171,,1,,CCLE2,raindance,,734502.0,,kidney,,PT-bk5eLmOn,,,,K+wmBw==,,,,,,,,,,
CDS-OLJLCK,,gs://ccle_bams/raindance/G16640/WM-115/current/WM-115.bam,gs://ccle_bams/raindance/G16640/WM-115/current/WM-115.bai,,WM115,Female,Female,skin,Skin Cancer,melanoma,CCLE line; Derived from a metastasis of the same parent as WM-115 (ECACC).,ACH-000304,,1,,CCLE2,raindance,,734502.0,,skin,,PT-DVs3PXSz,,,,I19CIQ==,,,,,,,,,,
CDS-IlR1Ip,,gs://ccle_bams/raindance/G16640/WM-88/current/WM-88.bam,gs://ccle_bams/raindance/G16640/WM-88/current/WM-88.bai,,WM88,Male,Male,skin,Skin Cancer,melanoma,Received from CCLE; originally academic lab,ACH-000899,,1,,CCLE2,raindance,,734489.0,,skin,,PT-jgDF7ywR,,,,SV3STA==,,,,,,,,,,
CDS-IhgAdd,,gs://ccle_bams/raindance/G16640/WM1799/current/WM1799.bam,gs://ccle_bams/raindance/G16640/WM1799/current/WM1799.bai,,WM1799,Male,Male,skin,Skin Cancer,melanoma,CCLE line,ACH-000661,,1,,CCLE2,raindance,,734489.0,,skin,,PT-7NUEZMyZ,,,,sxYFhQ==,,,,,,,,,,
CDS-IhRZiL,,gs://ccle_bams/raindance/G16640/WM983B/current/WM983B.bam,gs://ccle_bams/raindance/G16640/WM983B/current/WM983B.bai,,WM983B,Male,Male,lymph_node,Skin Cancer,melanoma,Received from CCLE; originally academic lab,ACH-000765,,1,,CCLE2,raindance,,734518.0,,skin,,PT-L2J8oR5b,,,,IRKP0g==,,,,,,,,,,
CDS-Jgy57D,,gs://ccle_bams/raindance/G16640/WSU-DLCL2/current/WSU-DLCL2.bam,gs://ccle_bams/raindance/G16640/WSU-DLCL2/current/WSU-DLCL2.bai,,WSUDLCL2,Male,Male,pleural_effusion,Lymphoma,non_hodgkin_lymphoma,CCLE line,ACH-000534,,1,,CCLE2,raindance,,734489.0,,lymphocyte,DLBCL,PT-X4hwN32Q,,,,vVwaKQ==,,,,,,,,,,
CDS-Ldxw1o,,gs://ccle_bams/raindance/G16640/YD-38/current/YD-38.bam,gs://ccle_bams/raindance/G16640/YD-38/current/YD-38.bai,,YD38,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000762,,1,,CCLE2,raindance,,734489.0,,upper_aerodigestive,,PT-pm8iqhmv,,,,8kCn4A==,,,,,,,,,,
CDS-GVzWlz,,gs://ccle_bams/raindance/G16640/YD-8/current/YD-8.bam,gs://ccle_bams/raindance/G16640/YD-8/current/YD-8.bai,,YD8,Female,Female,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line; Tongue squamous cell carcinoma,ACH-000630,,1,,CCLE2,raindance,,734489.0,,upper_aerodigestive,tongue,PT-9vLeFwCh,,,,hLB2NA==,,,,,,,,,,
CDS-7rC6ny,,gs://ccle_bams/raindance/G16640/YH-13/current/YH-13.bam,gs://ccle_bams/raindance/G16640/YH-13/current/YH-13.bai,,YH13,Male,Male,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000469,,1,,CCLE2,raindance,,734502.0,,central_nervous_system,glioblastoma,PT-idOXXQ4E,,,,fRGCLQ==,,,,,,,,,,
CDS-G4h3DU,,gs://ccle_bams/raindance/G16640/ZR-75-1/current/ZR-75-1.bam,gs://ccle_bams/raindance/G16640/ZR-75-1/current/ZR-75-1.bai,,ZR751,Female,Female,ascites,Breast Cancer,breast_ductal_carcinoma,CCLE line; luminal; ERpos; Known to be synonymous with ZR-75-1 (JHSF).,ACH-000097,,1,,CCLE2,raindance,,734489.0,,breast,ERpos_HER2neg,PT-EoPTa2km,,,,33KMuQ==,,,,,,,,,,
CDS-n549df,,gs://ccle_bams/raindance/G16640/ZR-75-30/current/ZR-75-30.bam,gs://ccle_bams/raindance/G16640/ZR-75-30/current/ZR-75-30.bai,,ZR7530,Female,Female,ascites,Breast Cancer,breast_ductal_carcinoma,CCLE line; HER2Amp/Erpos; luminal,ACH-000828,,1,,CCLE2,raindance,,734488.0,,breast,ERpos_HER2pos,PT-dG9VKitt,,,,P0No6w==,,,,,,,,,,
CDS-Qmq27s,,gs://ccle_bams/raindance/G16640/huH-1/current/huH-1.bam,gs://ccle_bams/raindance/G16640/huH-1/current/huH-1.bai,,HUH1,Male,Male,liver,Liver Cancer,hepatocellular_carcinoma,CCLE line,ACH-000475,,1,,CCLE2,raindance,,734488.0,,liver,hbs_antigen_carrier,PT-JraLc0EU,,,,p9gSpA==,,,,,,,,,,
CDS-dPh1UQ,,gs://ccle_bams/raindance/HL-60.bam,gs://ccle_bams/raindance/HL-60.bai,,HL60,Female,Female,haematopoietic_and_lymphoid_tissue,Leukemia,AML,CCLE line; no known fusion; p53 mut; NRAS mut; Eos-HL-60 is a variant of the promyelocytic cell line HL60 (ECACC) established by sub-cloning in methylcellulose.,ACH-000002,,1,,CCLE2,raindance,,734502.0,,blood,M3,PT-LVdu9YGg,,,,ldTr+A==,,,,,,,,,,
CDS-F3iEQI,,gs://ccle_bams/raindance/KMS-34.bam,gs://ccle_bams/raindance/KMS-34.bai,,KMS34,Female,Female,pleural_effusion,Myeloma,multiple_myeloma,CCLE line,ACH-000541,,1,,CCLE2,raindance,,734489.0,,plasma_cell,,PT-cU90DpqQ,,,,/sXyBA==,,,,,,,,,,
CDS-KXTJfk,,gs://ccle_bams/raindance/KYSE-520.bam,gs://ccle_bams/raindance/KYSE-520.bai,,KYSE520,Female,Female,oesophagus,Esophageal Cancer,esophagus_squamous,CCLE line,ACH-000637,,1,,CCLE2,raindance,,734489.0,,esophagus,,PT-o7zROzM0,,,,WCbNkQ==,,,,,,,,,,
CDS-z6paGv,,gs://ccle_bams/raindance/M059K.bam,gs://ccle_bams/raindance/M059K.bai,,M059K,Male,Male,central_nervous_system,Brain Cancer,glioma,"CCLE line; M059K &amp; M059J from same tumour specimen (ATCC). M059J cells lack DNA-dependent protein kinase activity, while M059K cells express normal levels of DNA-dependent protein kinase .",ACH-000152,,1,,CCLE2,raindance,,734502.0,,central_nervous_system,glioblastoma,PT-B8hqudz2,,,,hMzo4w==,,,,,,,,,,
CDS-2nS0kl,,gs://ccle_bams/raindance/NCI-H2087.bam,gs://ccle_bams/raindance/NCI-H2087.bai,,NCIH2087,Male,Male,lymph_node,Lung Cancer,NSCLC,CCLE line,ACH-000841,,1,,CCLE2,raindance,,734502.0,,lung,NSCLC_adenocarcinoma,PT-LrPE6L7F,,,,i4dyRQ==,,,,,,,,,,
CDS-cFQDmG,,gs://ccle_bams/raindance/NCI-H2444.bam,gs://ccle_bams/raindance/NCI-H2444.bai,,NCIH2444,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000186,,1,,CCLE2,raindance,,734489.0,,lung,,PT-BWQCoTZv,,,,xxTNBA==,,,,,,,,,,
CDS-nbu2Ps,,gs://ccle_bams/raindance/NCI-H292.bam,gs://ccle_bams/raindance/NCI-H292.bai,,NCIH292,Female,Female,lymph_node,Lung Cancer,NSCLC,CCLE line,ACH-001075,,1,,CCLE2,raindance,,734502.0,,lung,NSCLC_mucoepidermoid,PT-0IujQn8b,,,,7RWpbw==,,,,,,,,,,
CDS-KH5klj,,gs://ccle_bams/raindance/OUMS-27.bam,gs://ccle_bams/raindance/OUMS-27.bai,,OUMS27,Male,Male,bone,Bone Cancer,chondrosarcoma,CCLE line,ACH-001150,,1,,CCLE2,raindance,,734502.0,,bone,,PT-7YGtQOAC,,,,VsAwbw==,,,,,,,,,,
CDS-txwd81,,gs://ccle_bams/raindance/PE_CA-PJ34__clone_C12_/current/PE_CA-PJ34__clone_C12_.bam,gs://ccle_bams/raindance/PE_CA-PJ34__clone_C12_/current/PE_CA-PJ34__clone_C12_.bai,,PECAPJ34CLONEC12,Male,Male,upper_aerodigestive_tract,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line,ACH-000606,,1,,CCLE2,raindance,,734489.0,,upper_aerodigestive,basaloid,PT-aAQfp9mY,,,,3q4VGQ==,,,,,,,,,,
CDS-FMrhCk,,gs://ccle_bams/raindance/RD-ES.bam,gs://ccle_bams/raindance/RD-ES.bai,,RDES,Male,Male,bone,Bone Cancer,Ewing_sarcoma,(RNAseq) EWS/FLI,ACH-000041,,1,,CCLE2,raindance,,734518.0,,bone,,PT-3FUT7FA3,,,,lP/czg==,,,,,,,,,,
CDS-866iJA,,gs://ccle_bams/raindance/RERF-LC-Ad1.bam,gs://ccle_bams/raindance/RERF-LC-Ad1.bai,,RERFLCAD1,Male,Male,lung,Lung Cancer,NSCLC,CCLE line,ACH-000791,,1,,CCLE2,raindance,,734489.0,,lung,NSCLC_adenocarcinoma,PT-SiM3l220,,,,SMC+bg==,,,,,,,,,,
CDS-CNhw9x,,gs://ccle_bams/raindance/RT-112/current/RT-112.bam,gs://ccle_bams/raindance/RT-112/current/RT-112.bai,,RT112,Female,Female,urinary_tract,Bladder Cancer,bladder_carcinoma,CCLE line; RT112/84 is a clonal  derivative of the cell  line originally derived  from a bladder carcinoma by Marshall et al.1977 (PMID:3323208).,ACH-000473,,1,,CCLE2,raindance,,734494.0,,urinary_tract,bladder_transitional_cell,PT-HYDJQkvb,,,,lD0Dog==,,,,,,,,,,
CDS-R3DyAh,,gs://ccle_bams/raindance/SF126.bam,gs://ccle_bams/raindance/SF126.bai,,SF126,Female,Female,central_nervous_system,Brain Cancer,glioma,CCLE line,ACH-000609,,1,,CCLE2,raindance,,734502.0,,central_nervous_system,astrocytoma,PT-HePg1Uxm,,,,q39m1w==,,,,,,,,,,
CDS-beDlHu,,gs://ccle_bams/raindance/SK-N-BE_2_/current/SK-N-BE_2_.bam,gs://ccle_bams/raindance/SK-N-BE_2_/current/SK-N-BE_2_.bai,,SKNBE2,Male,Male,bone_marrow,Neuroblastoma,neuroblastoma,CCLE line; MYCN amp; adrenergic; 1p -; BE(2)-M17 is a clone of the SK-N-BE(2) neuroblastoma cell line that was established in November of 1972 from a bone marrow biopsy taken from a 2 year old male with disseminated neuroblastoma after repeated courses of chemothera,ACH-000312,,1,,CCLE2,raindance,,734518.0,,peripheral_nervous_system,,PT-CQfiumZM,,,,DqlMQw==,,,,,,,,,,
CDS-Z6a608,,gs://ccle_bams/raindance/SNU-410.bam,gs://ccle_bams/raindance/SNU-410.bai,,SNU410,Male,Male,liver,Pancreatic Cancer,exocrine,exocrine adenocarcinoma,ACH-000517,,1,,CCLE2,raindance,,734489.0,,pancreas,exocrine_adenocarcinoma,PT-y2T4zq5X,,,,ZM2Jfw==,,,,,,,,,,
CDS-4MsvLA,,gs://ccle_bams/raindance/SNU-8.bam,gs://ccle_bams/raindance/SNU-8.bai,,SNU8,Female,Female,ascites,Ovarian Cancer,ovary_adenocarcinoma,CCLE line; Ovarian serous cystadenocarcinoma,ACH-000460,,1,,CCLE2,raindance,,734502.0,,ovary,high_grade_serous,PT-JOK9Nzri,,,,qLIyfw==,,,,,,,,,,
CDS-HUowwY,,gs://ccle_bams/raindance/TC-71.bam,gs://ccle_bams/raindance/TC-71.bai,,TC71,Male,Male,bone,Bone Cancer,Ewing_sarcoma,CCLE line,ACH-000424,,1,,CCLE2,raindance,,734489.0,,bone,,PT-CK4MXtlO,,,,xnafwA==,,,,,,,,,,
CDS-jfYpqL,,gs://ccle_bams/raindance/VCaP.bam,gs://ccle_bams/raindance/VCaP.bai,,VCAP,Male,Male,bone,Prostate Cancer,prostate_adenocarcinoma,CCLE line,ACH-000115,,1,,CCLE2,raindance,,734489.0,,prostate,,PT-tAhFo53x,,,,iv6wEA==,,,,,,,,,,
CDS-P7eNCK,,gs://ccle_bams/raindance/YD-15.bam,gs://ccle_bams/raindance/YD-15.bai,,YD15,Male,Male,salivary_gland,Head and Neck Cancer,upper_aerodigestive_squamous,CCLE line; Tongue squamous cell carcinoma,ACH-000836,,1,,CCLE2,raindance,,734489.0,,upper_aerodigestive,tongue,PT-0cdyu3FL,,,,ZOdgVA==,,,,,,,,,,
CDS-93gVKc,,gs://ccle_bams/rna/921.bam,gs://ccle_bams/rna/921.bai,,921,Female,Female,uvea,Eye Cancer,uveal_melanoma,92-1 (ESTDAB-127) was established from a primary uveal melanoma in the right orbit of a 76 year old female. The 92-1 cell line is one of more than 170 characterized melanoma cell lines collected during the ESTDAB project,ACH-001441,,1,,DEPMAP,rna,,737244.5,,eye,,PT-ty59esUV,,,,rVLZAQ==,,,,,,,,,,
CDS-pbFFmj,,gs://ccle_bams/rna/9505BIK/current/9505BIK.bam,gs://ccle_bams/rna/9505BIK/current/9505BIK.bai,,9505BIK,Unknown,Unknown,pancreas,Pancreatic Cancer,exocrine,"Non-vendor: Human PDX; Received from Academic lab (Bardeesy, MGH) - established",ACH-001999,,1,,DEPMAP,rna,,736888.0,,pancreas,exocrine_adenocarcinoma,PT-etg976hq,,,,wmxELw==,,,,,,,,,,
CDS-saPAgx,,gs://ccle_bams/rna/95T1000.bam,gs://ccle_bams/rna/95T1000.bai,,95T1000,Unknown,Unknown,soft_tissue,Liposarcoma,liposarcoma,"confirmed MDM2 amplification; Received from Academic lab (Pedeutour, ?)",ACH-001796,,1,,DEPMAP,rna,,736845.0,,soft_tissue,WDLPS,PT-3Z1LM6sU,,,,TCa9/A==,,,,,,,,,,
CDS-vZxiVy,,gs://ccle_bams/rna/A375SKINCJ2.bam,gs://ccle_bams/rna/A375SKINCJ2.bai,,A375SKINCJ2,Unknown,Unknown,skin,Skin Cancer,melanoma,"drug resistance: SCH772984; Received from Academic lab (Cory Johannessen, Broad)",ACH-002002,,1,,DEPMAP,rna,,736873.0,,skin,,PT-gdGZSmXi,,,,CJYp6g==,,,,,,,,,,
CDS-NOjb9K,,gs://ccle_bams/rna/C4I/current/C4I.bam,gs://ccle_bams/rna/C4I/current/C4I.bai,,C4I,Female,Female,cervix,Cervical Cancer,cervical_carcinoma,,ACH-001334,,1,,DEPMAP,rna,,736927.5,,cervix,,PT-DlBfnllv,,,,4nXvHw==,,,,,,,,,,
CDS-wLk8ue,,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/94T778/v3/94T778.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/94T778/v3/94T778.bai,,94T778,Female,Female,soft_tissue,Liposarcoma,liposarcoma,"confirmed MDM2 amplification; Received from Academic lab (Pedeutour, ?)",ACH-001795,,1,,DEPMAP,rna,,736997.6,,soft_tissue,WDLPS,PT-cNGiSX7u,,,,/oFYNg==,,,,,,,,,,
CDS-nw51zB,,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/C396/v2/C396.bam,gs://ccle_bams/rna/CCLE_DepMap_RNAseq_July_Dec_2018/RP-1561/RNA/C396/v2/C396.bai,,C396,Unknown,Unknown,bone,Bone Cancer,osteosarcoma,"Received from Academic lab (Gorlick, Montefiore Medical Center)",ACH-001818,,1,,DEPMAP,rna,,736949.6666666666,,bone,,PT-oZH9BTUX,,,,9NZccw==,,,,,,,,,,
