cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2
CDS-JRT0ex,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/RRBS/G29750/NCI-H226/v2/NCI-H226.bam,gs://cclebams/RRBS/G29750/NCI-H226/v2/NCI-H226.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,RRBS,,,CCLE line,CCLE2,5/6/2013,,,,z4FPuQ==,,,,,,,,,,
CDS-vOVtqd,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/wgs/G32831/NCI-H226/v1/NCI-H226.bam,gs://cclebams/wgs/G32831/NCI-H226/v1/NCI-H226.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wgs,,,CCLE line,CCLE2,15/3/2013,,,,pjFKgQ==,,,,,,,,,,
CDS-bgmfUi,ACH-000367,1,,,NCIH226,PT-jU3QwYEW,CVCL_1544,,gs://cclebams/hybrid_capture/NCIH226_LUNG.bam,gs://cclebams/hybrid_capture/NCIH226_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,19/7/2010,,,,rYyi8g==,,,,,,,,,,
CDS-PCEeTH,ACH-000718,1,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/hybrid_capture/NCIH2291_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2291_LUNG.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line; Derived from never smoker,CCLE2,19/7/2010,,,,aPkZdw==,,,,,,,,,,
CDS-YuhEfN,ACH-000718,1,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/rna/G28594.NCI-H2291.1.bam,gs://cclebams/rna/G28594.NCI-H2291.1.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; Derived from never smoker,DEPMAP,25/1/2013,,,,3u/e3Q==,,,,,,,,,,
CDS-Z9oo3c,ACH-000718,1,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/wes/SANGER_NCIH2291_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2291_LUNG.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,SANGER,U,,,,HRj6fA==,,,,,,,,,,
CDS-DuJV9Q,ACH-000718,3,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/wes/RP-1561/Exome/NCI-H2291/current/NCI-H2291.bam,gs://cclebams/wes/RP-1561/Exome/NCI-H2291/current/NCI-H2291.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,ICE,CCLE line; Derived from never smoker,DEPMAP,27/7/2018,,,,8fO24Q==,,,,,,,,,,
CDS-17Efns,ACH-000718,2,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/wes/C1926/NCI-H2291/current/NCI-H2291.bam,gs://cclebams/wes/C1926/NCI-H2291/current/NCI-H2291.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line; Derived from never smoker,DEPMAP,1/8/2015,,,,pWud0g==,,,,,,,,,,
CDS-EHvpp2,ACH-000718,1,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/raindance/G16640/NCI-H2291/current/NCI-H2291.bam,gs://cclebams/raindance/G16640/NCI-H2291/current/NCI-H2291.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line; Derived from never smoker,CCLE2,19/3/2012,,,,0AYW9Q==,,,,,,,,,,
CDS-wtAdai,ACH-000718,1,,,NCIH2291,PT-x2uooWpG,CVCL_1546,,gs://cclebams/RRBS/G29750/NCI-H2291/v2/NCI-H2291.bam,gs://cclebams/RRBS/G29750/NCI-H2291/v2/NCI-H2291.bai,,Male,,,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line; Derived from never smoker,CCLE2,5/5/2013,,,,pa9Kjg==,,,,,,,,,,
CDS-gVERHV,ACH-000186,1,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/wes/SANGER_NCIH2444_LUNG.bam,gs://cclebams/wes/SANGER_NCIH2444_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,gVB1fg==,,,,,,,,,,
CDS-xaP66n,ACH-000186,1,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/hybrid_capture/NCIH2444_LUNG.bam,gs://cclebams/hybrid_capture/NCIH2444_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,hybrid_capture,,,CCLE line,CCLE2,29/6/2010,,,,oaMk0w==,,,,,,,,,,
CDS-9JVCGK,ACH-000186,1,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/rna/G28602.NCI-H2444.1.bam,gs://cclebams/rna/G28602.NCI-H2444.1.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,x+JDFA==,,,,,,,,,,
CDS-SzllgD,ACH-000186,2,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/wes/C1926/NCI-H2444/current/NCI-H2444.bam,gs://cclebams/wes/C1926/NCI-H2444/current/NCI-H2444.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,aXftwA==,,,,,,,,,,
CDS-F2Fbwx,ACH-000186,1,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/RRBS/G29750/NCI-H2444/v1/NCI-H2444.bam,gs://cclebams/RRBS/G29750/NCI-H2444/v1/NCI-H2444.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,RRBS,,,CCLE line,CCLE2,6/5/2013,,,,EBKgWg==,,,,,,,,,,
CDS-cFQDmG,ACH-000186,1,,,NCIH2444,PT-BWQCoTZv,CVCL_1552,,gs://cclebams/raindance/NCI-H2444.bam,gs://cclebams/raindance/NCI-H2444.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,xxTNBA==,,,,,,,,,,
CDS-Q77MKO,ACH-000092,1,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/wes/SANGER_NCIH2452_PLEURA.bam,gs://cclebams/wes/SANGER_NCIH2452_PLEURA.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,L4eViQ==,,,,,,,,,,
CDS-Tyl9at,ACH-000092,1,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/rna/G26224.NCI-H2452.2.bam,gs://cclebams/rna/G26224.NCI-H2452.2.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,WEzeYw==,,,,,,,,,,
CDS-4Qa5Ak,ACH-000092,1,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/hybrid_capture/NCIH2452_PLEURA.bam,gs://cclebams/hybrid_capture/NCIH2452_PLEURA.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,hybrid_capture,,,CCLE line,CCLE2,26/6/2010,,,,XodP3Q==,,,,,,,,,,
CDS-EYZY1V,ACH-000092,1,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/RRBS/G29750/NCI-H2452/v3/NCI-H2452.bam,gs://cclebams/RRBS/G29750/NCI-H2452/v3/NCI-H2452.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,RRBS,,,CCLE line,CCLE2,6/4/2013,,,,9eTqcw==,,,,,,,,,,
CDS-crlIWh,ACH-000092,2,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/wes/C1926/NCI-H2452/current/NCI-H2452.bam,gs://cclebams/wes/C1926/NCI-H2452/current/NCI-H2452.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,diOQug==,,,,,,,,,,
CDS-UobDg5,ACH-000092,1,,,NCIH2452,PT-chJPKYRk,CVCL_1553,,gs://cclebams/raindance/G16640/NCI-H2452/current/NCI-H2452.bam,gs://cclebams/raindance/G16640/NCI-H2452/current/NCI-H2452.bai,,Male,,,pleura,Lung Cancer,mesothelioma,,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,9MTgUQ==,,,,,,,,,,
CDS-HpdIND,ACH-002171,1,,,NCIH250,PT-Kz8lOs4R,CVCL_1554,,gs://cclebams/wes/SANGER_NCIH250_LUNG.bam,gs://cclebams/wes/SANGER_NCIH250_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,rAhYEA==,,,,,,,,,,
CDS-91V0CZ,ACH-000700,1,,,NCIH2882,PT-UaS63E0D,CVCL_5158,,gs://cclebams/rna/G41816.NCI-H2882.bam,gs://cclebams/rna/G41816.NCI-H2882.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,1/9/2013,,,,v9IfFA==,,,,,,,,,,
CDS-dk90VV,ACH-000700,1,,,NCIH2882,PT-UaS63E0D,CVCL_5158,,gs://cclebams/wes/RP-1211/Exome/NCI-H2882/v1/NCI-H2882.bam,gs://cclebams/wes/RP-1211/Exome/NCI-H2882/v1/NCI-H2882.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,ICE,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,7/7/2017,,,,wmveJw==,,,,,,,,,,
CDS-1ZYAcf,ACH-000700,2,,,NCIH2882,PT-UaS63E0D,CVCL_5158,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39samples_08102018/G131709/NA/NCI-H2882/v2/NCI-H2882.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_39samples_08102018/G131709/NA/NCI-H2882/v2/NCI-H2882.bai,,Female,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",IBM,5/9/2017,,,,7nykEw==,,,,,,,,,,
CDS-SrMMvx,ACH-000251,1,,,NCIH2887,PT-6erAYih4,CVCL_5159,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41817/NA/NCI-H2887/v1/NCI-H2887.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41817/NA/NCI-H2887/v1/NCI-H2887.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",IBM,1/9/2013,,,,vuHX8Q==,,,,,,,,,,
CDS-4gXNt3,ACH-000251,1,,,NCIH2887,PT-6erAYih4,CVCL_5159,,gs://cclebams/wes/RP-1211/Exome/NCI-H2887/current/NCI-H2887.bam,gs://cclebams/wes/RP-1211/Exome/NCI-H2887/current/NCI-H2887.bai,,Male,,,lung,Lung Cancer,NSCLC,,lung,,,wes,,ICE,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,23/7/2016,,,,/BsJ+A==,,,,,,,,,,
CDS-fXMRF9,ACH-000337,2,,,NCIH3122,PT-HKev3kz2,CVCL_5160,,gs://cclebams/wes/RP-1211/Exome/NCI-H3122/v1/NCI-H3122.bam,gs://cclebams/wes/RP-1211/Exome/NCI-H3122/v1/NCI-H3122.bai,,Unknown,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,ICE,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,7/7/2017,,,,1B2Hyg==,,,,,,,,,,
CDS-rBL8MO,ACH-000337,1,,,NCIH3122,PT-HKev3kz2,CVCL_5160,,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41815/NA/NCI-H3122/v1/NCI-H3122.bam,gs://cclebams/rna/Getz_IBM_CellLines_RNASeqData_21samples_09222017/G41815/NA/NCI-H3122/v1/NCI-H3122.bai,,Unknown,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",IBM,1/9/2013,,,,4DcJmQ==,,,,,,,,,,
CDS-s5UkkD,ACH-000337,2,,,NCIH3122,PT-HKev3kz2,CVCL_5160,,gs://cclebams/rna/G131709/NCI-H3122/current/NCI-H3122.bam,gs://cclebams/rna/G131709/NCI-H3122/current/NCI-H3122.bai,,Unknown,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,"Received from Academic lab (Meyerson, Broad) who received from Minna",DEPMAP,5/9/2017,,,,oYiwoQ==,,,,,,,,,,
CDS-rs0sCM,ACH-000337,1,,,NCIH3122,PT-HKev3kz2,CVCL_5160,,gs://cclebams/wes/SANGER_NCIH3122_LUNG.bam,gs://cclebams/wes/SANGER_NCIH3122_LUNG.bai,,Unknown,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,"Received from Academic lab (Meyerson, Broad) who received from Minna",SANGER,U,,,,I5q90w==,,,,,,,,,,
CDS-cjeMFq,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/hybrid_capture/NCIH358_LUNG.bam,gs://cclebams/hybrid_capture/NCIH358_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,7/7/2010,,,,aHXI3w==,,,,,,,,,,
CDS-SPPiMs,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/wes/SANGER_NCIH358_LUNG.bam,gs://cclebams/wes/SANGER_NCIH358_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,gDNYeA==,,,,,,,,,,
CDS-lKXMwy,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/rna/G28583.NCI-H358.1.bam,gs://cclebams/rna/G28583.NCI-H358.1.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,AbIMOA==,,,,,,,,,,
CDS-ZC8Sni,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/raindance/G16640/NCI-H358/current/NCI-H358.bam,gs://cclebams/raindance/G16640/NCI-H358/current/NCI-H358.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,+Yp7gw==,,,,,,,,,,
CDS-ty8Yiu,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/RRBS/G29750/NCI-H358/v1/NCI-H358.bam,gs://cclebams/RRBS/G29750/NCI-H358/v1/NCI-H358.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,28/4/2013,,,,LxfYhw==,,,,,,,,,,
CDS-Wszh2o,ACH-000860,1,,,NCIH358,PT-HLoL0NZn,CVCL_1559,,gs://cclebams/wgs/G32831/NCI-H358/v1/NCI-H358.bam,gs://cclebams/wgs/G32831/NCI-H358/v1/NCI-H358.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wgs,,,CCLE line,CCLE2,10/9/2013,,,,Y65RbQ==,,,,,,,,,,
CDS-FbaoEU,ACH-002173,1,,,NCIH378,PT-gmPN3ulK,CVCL_1560,,gs://cclebams/wes/SANGER_NCIH378_LUNG.bam,gs://cclebams/wes/SANGER_NCIH378_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,DHMM+g==,,,,,,,,,,
CDS-WqrBoG,ACH-000638,2,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/wes/C1926/NCI-H441/current/NCI-H441.bam,gs://cclebams/wes/C1926/NCI-H441/current/NCI-H441.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,DEPMAP,1/8/2015,,,,jDjeew==,,,,,,,,,,
CDS-4W7vOU,ACH-000638,1,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/rna/G30601.NCI-H441.1.bam,gs://cclebams/rna/G30601.NCI-H441.1.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,28/2/2013,,,,9TCHtQ==,,,,,,,,,,
CDS-V8goIl,ACH-000638,1,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/wes/SANGER_NCIH441_LUNG.bam,gs://cclebams/wes/SANGER_NCIH441_LUNG.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,cFsSNA==,,,,,,,,,,
CDS-WrlMCs,ACH-000638,1,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/RRBS/G29750/NCI-H441/v1/NCI-H441.bam,gs://cclebams/RRBS/G29750/NCI-H441/v1/NCI-H441.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,14/5/2013,,,,s8IMLQ==,,,,,,,,,,
CDS-qDLKIR,ACH-000638,1,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/hybrid_capture/NCIH441_LUNG.bam,gs://cclebams/hybrid_capture/NCIH441_LUNG.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,5/1/2010,,,,GM2X3Q==,,,,,,,,,,
CDS-1jjoyk,ACH-000638,1,,,NCIH441,PT-YtPt68rS,CVCL_1561,,gs://cclebams/raindance/G16640/NCI-H441/current/NCI-H441.bam,gs://cclebams/raindance/G16640/NCI-H441/current/NCI-H441.bai,,Male,,,pericardial_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,2/4/2012,,,,XbtCoQ==,,,,,,,,,,
CDS-gxAU4B,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/rna/G41690.NCI-H460.5.bam,gs://cclebams/rna/G41690.NCI-H460.5.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,rna,,polyA,CCLE line,DEPMAP,22/8/2013,,,,JhOIZQ==,,,,,,,,,,
CDS-Jll6wW,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/RRBS/G29750/NCI-H460/v2/NCI-H460.bam,gs://cclebams/RRBS/G29750/NCI-H460/v2/NCI-H460.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,RRBS,,,CCLE line,CCLE2,5/5/2013,,,,d7fjzA==,,,,,,,,,,
CDS-OhNGHC,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/hybrid_capture/NCIH460_LUNG.bam,gs://cclebams/hybrid_capture/NCIH460_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,hybrid_capture,,,CCLE line,CCLE2,28/7/2010,,,,hMqFPA==,,,,,,,,,,
CDS-qBz4o9,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/wgs/G32831/NCI-H460/v2/NCI-H460.bam,gs://cclebams/wgs/G32831/NCI-H460/v2/NCI-H460.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,wgs,,,CCLE line,CCLE2,6/4/2013,,,,ky7U9A==,,,,,,,,,,
CDS-dGfiMs,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/wes/SANGER_NCIH460_LUNG.bam,gs://cclebams/wes/SANGER_NCIH460_LUNG.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,rwFi+A==,,,,,,,,,,
CDS-8O2zK9,ACH-000463,1,,,NCIH460,PT-iTBA6MSQ,CVCL_0459,,gs://cclebams/raindance/G16640/NCI-H460/current/NCI-H460.bam,gs://cclebams/raindance/G16640/NCI-H460/current/NCI-H460.bai,,Male,,,pleural_effusion,Lung Cancer,NSCLC,NSCLC_large_cell,lung,,,raindance,,,CCLE line,CCLE2,18/3/2012,,,,VvMA5w==,,,,,,,,,,
CDS-gG2iuf,ACH-000395,1,,,NCIH520,PT-ieD6Co51,CVCL_1566,,gs://cclebams/rna/G28617.NCI-H520.1.bam,gs://cclebams/rna/G28617.NCI-H520.1.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,25/1/2013,,,,2iUdAg==,,,,,,,,,,
CDS-9W0oVA,ACH-000395,1,,,NCIH520,PT-ieD6Co51,CVCL_1566,,gs://cclebams/wes/SANGER_NCIH520_LUNG.bam,gs://cclebams/wes/SANGER_NCIH520_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,/xNUZg==,,,,,,,,,,
CDS-4p3XGs,ACH-000395,1,,,NCIH520,PT-ieD6Co51,CVCL_1566,,gs://cclebams/hybrid_capture/NCIH520_LUNG.bam,gs://cclebams/hybrid_capture/NCIH520_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,hybrid_capture,,,CCLE line,CCLE2,6/1/2010,,,,DQ9WUA==,,,,,,,,,,
CDS-P44nQ6,ACH-000395,1,,,NCIH520,PT-ieD6Co51,CVCL_1566,,gs://cclebams/wgs/G32831/NCI-H520/v1/NCI-H520.bam,gs://cclebams/wgs/G32831/NCI-H520/v1/NCI-H520.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,wgs,,,CCLE line,CCLE2,8/4/2013,,,,4BbM1A==,,,,,,,,,,
CDS-LfdQqM,ACH-002287,1,,,NCIH630,PT-tuoPlgRz,CVCL_1572,,gs://cclebams/wes/SANGER_NCIH630_LARGE_INTESTINE.bam,gs://cclebams/wes/SANGER_NCIH630_LARGE_INTESTINE.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,4Q8V+w==,,,,,,,,,,
CDS-Y5HKgU,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/wes/SANGER_NCIH650_LUNG.bam,gs://cclebams/wes/SANGER_NCIH650_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wes,,AGILENT,CCLE line,SANGER,U,,,,DbBM5w==,,,,,,,,,,
CDS-BDKhU5,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/rna/G25236.NCI-H650.1.bam,gs://cclebams/rna/G25236.NCI-H650.1.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,/FI7iw==,,,,,,,,,,
CDS-e0vZsR,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/wgs/G16405/NCI-H650/v1/NCI-H650.bam,gs://cclebams/wgs/G16405/NCI-H650/v1/NCI-H650.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,wgs,,,CCLE line,CCLE2,3/1/2012,,,,kC0bXA==,,,,,,,,,,
CDS-zrCXdH,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/RRBS/G29750/NCI-H650/v2/NCI-H650.bam,gs://cclebams/RRBS/G29750/NCI-H650/v2/NCI-H650.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,5/5/2013,,,,EEg2Cw==,,,,,,,,,,
CDS-Xfx95v,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/hybrid_capture/NCIH650_LUNG.bam,gs://cclebams/hybrid_capture/NCIH650_LUNG.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,hybrid_capture,,,CCLE line,CCLE2,23/6/2010,,,,htyCHQ==,,,,,,,,,,
CDS-WwZ2w8,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/raindance/G16640/NCI-H650/current/NCI-H650.bam,gs://cclebams/raindance/G16640/NCI-H650/current/NCI-H650.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,raindance,,,CCLE line,CCLE2,19/3/2012,,,,niOK+g==,,,,,,,,,,
CDS-EJIW51,ACH-002174,1,,,NCIH720,PT-BDj8bixa,CVCL_1583,,gs://cclebams/wes/SANGER_NCIH720_LUNG.bam,gs://cclebams/wes/SANGER_NCIH720_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,JWtxxA==,,,,,,,,,,
CDS-aasBP0,ACH-002176,1,,,NCIH748,PT-KLNKlRXk,CVCL_1588,,gs://cclebams/wes/SANGER_NCIH748_LUNG.bam,gs://cclebams/wes/SANGER_NCIH748_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,b+qq5Q==,,,,,,,,,,
CDS-uQvRxt,ACH-002177,1,,,NCIH835,PT-5qxN31N0,CVCL_1593,,gs://cclebams/wes/SANGER_NCIH835_LUNG.bam,gs://cclebams/wes/SANGER_NCIH835_LUNG.bai,,,,,,,,,,,,wes,,AGILENT,,SANGER,U,,,,0bPZSQ==,,,,,,,,,,
CDS-nlGLIh,ACH-000710,1,,,NCIH854,PT-QZ3qkneU,CVCL_A584,,gs://cclebams/RRBS/G29750/NCI-H854/v1/NCI-H854.bam,gs://cclebams/RRBS/G29750/NCI-H854/v1/NCI-H854.bai,,Male,,,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,RRBS,,,CCLE line,CCLE2,6/5/2013,,,,LGtTdQ==,,,,,,,,,,
