Approved symbol	Previous symbol
SNCA-AS1	
SNCAIP	
SNCB	
SNCG	
SND1	
SND1-DT	
SND1-IT1	C7orf54
SNED1	
SNED1-AS1	
SNF8	
SNF8P1	
SNHG1	
SNHG3	RNU17D
SNHG3	RNU17C
SNHG4	
SNHG5	C6orf160
SNHG6	
SNHG7	
SNHG8	
SNHG9	
SNHG10	C14orf62
SNHG11	C20orf198
SNHG12	C1orf79
SNHG14	UBE3A-AS1
SNHG15	C7orf40
SNHG16	
SNHG17	
SNHG18	
SNHG19	
SNHG20	C17orf86
SNHG20	NCRNA00338
SNHG20	LINC00338
SNHG21	
SNHG22	
SNHG25	
SNHG26	
SNHG27	
SNHG28	C1orf204
SNHG29	C17orf45
SNHG29	NCRNA00188
SNHG29	C17orf76-AS1
SNHG29	FAM211A-AS1
SNHG29	LRRC75A-AS1
SNHG30	LINC02001
SNHG31	
SNHG32	C6orf48
SNIP1	
SNN	
SNORA1	
SNORA1B	
SNORA2A	
SNORA2B	
SNORA2C	SNORA34
SNORA3A	SNORA3
SNORA3A	SNORA45A
SNORA3B	SNORA45
SNORA3B	SNORA45B
SNORA3C	
SNORA4	
SNORA5A	
SNORA5B	
SNORA5C	
SNORA6	
SNORA7A	
SNORA7B	
SNORA8	
SNORA9	
SNORA9B	
SNORA10	
SNORA10B	
SNORA11	
SNORA11B	
SNORA11C	
SNORA11D	
SNORA11E	
SNORA11F	
SNORA11G	
SNORA12	
SNORA13	
SNORA14A	
SNORA14B	
SNORA15	
SNORA15B-1	
SNORA15B-2	SNORA15C
SNORA16A	
SNORA16B	
SNORA17A	SNORA17
SNORA17B	SNORA43
SNORA18	
SNORA19	
SNORA20	
SNORA20B	
SNORA21	
SNORA21B	
SNORA22	
SNORA22B	
SNORA22C	
SNORA23	
SNORA24	
SNORA24B	
SNORA25	
SNORA25B	
SNORA26	
SNORA27	
SNORA28	
SNORA29	
SNORA30	
SNORA30B	
SNORA31	
SNORA31B	
SNORA32	
SNORA33	
SNORA35	
SNORA35B	
SNORA36A	
SNORA36B	
SNORA36C	
SNORA37	
SNORA38	
SNORA38B	
SNORA40	
SNORA40B	
SNORA40C	
SNORA41	
SNORA41B	
SNORA44	
SNORA46	
SNORA47	
SNORA48	
SNORA48B	
SNORA49	
SNORA50A	SNORA50
SNORA50A	SNORA76A
SNORA50B	
SNORA50C	SNORA76
SNORA50C	SNORA76C
SNORA50D	
SNORA51	
SNORA52	
SNORA53	
SNORA54	
SNORA55	
SNORA56	
SNORA57	
SNORA58	
SNORA58B	
SNORA59A	
SNORA59B	
SNORA60	
SNORA61	
SNORA62	RNE2
SNORA62	RNU108
SNORA63	RNE3
SNORA63	RNU107
SNORA63B	
SNORA63C	
SNORA63D	
SNORA63E	
SNORA64	RNU64
SNORA65	RNU65
SNORA66	RNU66
SNORA67	RNU67
SNORA68	RNU68
SNORA68B	
SNORA69	RNU69
SNORA70	RNU70
SNORA70B	
SNORA70C	
SNORA70D	
SNORA70E	
SNORA70F	
SNORA70G	
SNORA70H	
SNORA70I	
SNORA70J	
SNORA71A	RNU71A
SNORA71B	RNU71B
SNORA71C	
SNORA71D	
SNORA71E	SNORA39
SNORA72	RNU72
SNORA73A	RNE1
SNORA73A	RNU17A
SNORA73B	RNU17B
SNORA73B	RNU105A
SNORA74A	RNU19
SNORA74B	
SNORA74C-1	
SNORA74C-2	
SNORA74D	
SNORA75	
SNORA75B	
SNORA77	
SNORA77B	
SNORA78	
SNORA79	
SNORA79B	
SNORA80A	SNORA80
SNORA80B	
SNORA80C	
SNORA80D	
SNORA80E	SNORA42
SNORA81	
SNORA84	
SNORA86	
SNORA87	
SNORA88	
SNORA89	
SNORA90	
SNORA91	
SNORA92	
SNORA93	
SNORA94	
SNORA95	
SNORA98	
SNORA99	
SNORA100	
SNORA101A	
SNORA101B	
SNORA103	
SNORA104	
SNORA105A	
SNORA105B	
SNORA105C	
SNORA107	
SNORA108	
SNORA109	
SNORA110	
SNORA111	
SNORA112	
SNORA113	
SNORA114	
SNORA115	
SNORA116	
SNORA117	
SNORA118	
SNORA119	
SNORA120	
SNORC	C2orf82
SNORD1A	
SNORD1B	
SNORD1C	
SNORD2	
SNORD3@	
SNORD3A	
SNORD3B-1	RNU3A1
SNORD3B-2	
SNORD3C	
SNORD3D	
SNORD3E	
SNORD3F	SNORD3P2
SNORD3F	RNU3P2
SNORD3G	
SNORD3H	
SNORD3I	
SNORD3J	
SNORD3K	
SNORD3P1	RNU3P1
SNORD3P3	RNU3P3
SNORD3P4	RNU3P4
SNORD4A	RNU101A
SNORD4B	RNU101B
SNORD5	
SNORD6	
SNORD7	
SNORD8	RNU6C
SNORD9	
SNORD10	
SNORD11	
SNORD11B	
SNORD12	MIR1259
SNORD12	MIRN1259
SNORD12B	
SNORD12C	RNU106
SNORD12C	SNORD106
SNORD13	
SNORD13B-1	
SNORD13B-2	
SNORD13C	
SNORD13D	
SNORD13E	
SNORD13F	
SNORD13G	
SNORD13H	
SNORD13I	
SNORD13J	
SNORD13P1	RNU13P1
SNORD13P2	RNU13P2
SNORD13P3	RNU13P3
SNORD14A	RNU14
SNORD14B	RNU14B
SNORD14C	
SNORD14D	
SNORD14E	
SNORD15A	RNU15A
SNORD15B	RNU15B
SNORD16	
SNORD17	
SNORD18A	
SNORD18B	
SNORD18C	
SNORD19	
SNORD19B	
SNORD19C	
SNORD20	RNU20
SNORD21	RNU21
SNORD22	RNU22
SNORD23	
SNORD24	RNU24
SNORD25	RNU25
SNORD26	RNU26
SNORD27	RNU27
SNORD28	RNU28
SNORD28B	
SNORD29	RNU29
SNORD30	RNU30
SNORD31	RNU31
SNORD31B	
SNORD32A	RNU32
SNORD32B	
SNORD33	RNU33
SNORD34	RNU34
SNORD35A	RNU35
SNORD35B	RNU35B
SNORD36A	RNU36A
SNORD36B	RNU36B
SNORD36C	RNU36C
SNORD37	RNU37
SNORD38A	RNU38A
SNORD38B	RNU38B
SNORD38C	
SNORD38D	
SNORD41	RNU41
SNORD42A	RNU42A
SNORD42B	RNU42B
SNORD43	RNU43
SNORD44	RNU44
SNORD45A	RNU45A
SNORD45B	RNU45B
SNORD45C	
SNORD46	RNU46
SNORD46	RNU40
SNORD47	RNU47
SNORD48	RNU48
SNORD49A	RNU49
SNORD49B	
SNORD50A	RNU50
SNORD50B	
SNORD51	RNU51
SNORD52	RNU52
SNORD53	RNU53
SNORD53B	
SNORD54	RNU54
SNORD55	RNU55
SNORD55	RNU39
SNORD55	SNORD39
SNORD56	RNU56
SNORD56B	RNU56B
SNORD57	RNU57
SNORD58A	RNU58A
SNORD58B	RNU58B
SNORD58C	
SNORD59A	RNU59
SNORD59B	
SNORD60	RNU60
SNORD61	RNU61
SNORD62A	RNU62
SNORD62B	
SNORD63	RNU63
SNORD63B	
SNORD64	
SNORD65	
SNORD65B	
SNORD65C	
SNORD66	
SNORD67	
SNORD68	
SNORD69	
SNORD70	
SNORD70B	
SNORD71	MIRN768
SNORD72	
SNORD73A	RNU73
SNORD73B	RNU73B
SNORD74	
SNORD74B	
SNORD75	
SNORD76	
SNORD77	
SNORD77B	
SNORD78	
SNORD79	RNU103
SNORD80	RNU100
SNORD81	RNU104
SNORD82	RNU82
SNORD83A	RNU83A
SNORD83B	RNU83B
SNORD84	
SNORD86	
SNORD87	
SNORD88A	
SNORD88B	
SNORD88C	
SNORD89	
SNORD90	
SNORD91A	
SNORD91B	
SNORD92	
SNORD93	
SNORD94	
SNORD95	
SNORD96A	
SNORD96B	
SNORD97	
SNORD98	
SNORD99	
SNORD100	
SNORD101	
SNORD102	RNU102
SNORD103A	
SNORD103B	
SNORD103C	SNORD85
SNORD104	
SNORD105	
SNORD105B	
SNORD107	
SNORD108	
SNORD109A	
SNORD109B	
SNORD110	
SNORD111	
SNORD111B	MIR3647
SNORD112	
SNORD113-1	
SNORD113-2	
SNORD113-3	
SNORD113-4	
SNORD113-5	
SNORD113-6	
SNORD113-7	
SNORD113-8	
SNORD113-9	
SNORD113@	
SNORD114-1	
SNORD114-2	
SNORD114-3	
SNORD114-4	
SNORD114-5	
SNORD114-6	
SNORD114-7	
SNORD114-8	
SNORD114-9	
SNORD114-10	
SNORD114-11	
SNORD114-12	
SNORD114-13	
SNORD114-14	
SNORD114-15	
SNORD114-16	
SNORD114-17	
SNORD114-18	
SNORD114-19	
SNORD114-20	
SNORD114-21	
SNORD114-22	
SNORD114-23	
SNORD114-24	
SNORD114-25	
SNORD114-26	
SNORD114-27	
SNORD114-28	
SNORD114-29	
SNORD114-30	
SNORD114-31	
SNORD114@	
SNORD115-1	
SNORD115-2	
SNORD115-3	
SNORD115-4	
SNORD115-5	
SNORD115-6	
SNORD115-7	
SNORD115-8	
SNORD115-9	
SNORD115-10	
SNORD115-11	
SNORD115-12	
SNORD115-13	
SNORD115-14	
SNORD115-15	
SNORD115-16	
SNORD115-17	
SNORD115-18	
SNORD115-19	
SNORD115-20	
SNORD115-21	
SNORD115-22	
SNORD115-23	
SNORD115-24	
SNORD115-25	
SNORD115-26	
SNORD115-27	
SNORD115-28	
SNORD115-29	
SNORD115-30	
SNORD115-31	
SNORD115-32	
SNORD115-33	
SNORD115-34	
SNORD115-35	
SNORD115-36	
SNORD115-37	
SNORD115-38	
SNORD115-39	
SNORD115-40	
SNORD115-41	
SNORD115-42	
SNORD115-43	
SNORD115-44	
SNORD115-45	
SNORD115-46	
SNORD115-47	
SNORD115-48	
SNORD115@	
SNORD116-1	
SNORD116-2	
SNORD116-3	
SNORD116-4	
SNORD116-5	
SNORD116-6	
SNORD116-7	
SNORD116-8	
SNORD116-9	
SNORD116-10	
SNORD116-11	
SNORD116-12	
SNORD116-13	
SNORD116-14	
SNORD116-15	
SNORD116-16	
SNORD116-17	
SNORD116-18	
SNORD116-19	
SNORD116-20	
SNORD116-21	
SNORD116-22	
SNORD116-23	
SNORD116-24	
SNORD116-25	
SNORD116-26	
SNORD116-27	
SNORD116-28	
SNORD116-29	
SNORD116-30	
SNORD116@	PWCR1
SNORD117	
SNORD118	
SNORD119	
SNORD121A	
SNORD121B	
SNORD123	
SNORD124	
SNORD125	
SNORD126	MIR1201
SNORD126	MIRN1201
SNORD127	
SNORD128	
SNORD129	
SNORD130	
SNORD131	
SNORD132	
SNORD133	
SNORD134	
SNORD135	
SNORD136	
SNORD137	
SNORD138	MIR3607
SNORD139	
SNORD140	
SNORD141A	
SNORD141B	
SNORD142	SNORA85
SNORD142	SNORD174
SNORD143	SNORA96
SNORD143	SNORD171
SNORD144	SNORA97
SNORD145	
SNORD146	
SNORD147	
SNORD148	
SNORD149	
SNORD150	
SNORD151	
SNORD152	
SNORD153	
SNORD154	
SNORD155	
SNORD156	
SNORD157	
SNORD158	
SNORD159	
SNORD160	
SNORD161	
SNORD162	
SNORD163	
SNORD164	
SNORD165	
SNORD166	
SNORD167	
SNORD168	
SNORD169	
SNORD170	
SNORD172	
SNORD173	
SNORD175	
SNPH	
SNRK	
SNRK-AS1	
SNRNP25	C16orf33
SNRNP27	
SNRNP35	
SNRNP40	WDR57
SNRNP48	C6orf151
SNRNP70	RNPU1Z
SNRNP70	RPU1
SNRNP70	SNRP70
SNRNP200	ASCC3L1
SNRNP200	RP33
SNRPA	
SNRPA1	
SNRPA1-DT	
SNRPA1P1	
SNRPB	SNRPB1
SNRPB2	
SNRPBL1	
SNRPBP1	
SNRPC	
SNRPCP1	
SNRPCP2	
SNRPCP3	
SNRPCP4	
SNRPCP5	
SNRPCP6	
SNRPCP7	
SNRPCP8	
SNRPCP9	
SNRPCP10	
SNRPCP11	
SNRPCP12	
SNRPCP13	
SNRPCP14	
SNRPCP15	
SNRPCP16	
SNRPCP17	
SNRPCP18	
SNRPCP19	
SNRPCP20	
SNRPD1	SNRPD
SNRPD2	SNRPD1
SNRPD2P1	SNRPD2P
SNRPD2P2	
SNRPD3	
SNRPE	
SNRPEP1	
SNRPEP2	SNRPEL1
SNRPEP3	
SNRPEP4	
SNRPEP5	
SNRPEP6	
SNRPEP7	
SNRPEP8	
SNRPEP9	
SNRPEP10	
SNRPEP11	
SNRPF	
SNRPF-DT	
SNRPFP1	
SNRPFP2	
SNRPFP3	
SNRPFP4	
SNRPG	
SNRPGP1	SNRPGP
SNRPGP2	
SNRPGP3	
SNRPGP4	
SNRPGP5	
SNRPGP6	
SNRPGP7	
SNRPGP8	
SNRPGP9	
SNRPGP10	
SNRPGP11	
SNRPGP12	
SNRPGP13	
SNRPGP14	
SNRPGP15	
SNRPGP16	
SNRPGP17	
SNRPGP18	
SNRPGP19	
SNRPGP20	
SNRPN	PWCR
SNRPNP1	
SNTA1	SNT1
SNTB1	SNT2B1
SNTB2	SNT2B2
SNTB2	SNTL
SNTB2	D16S2531E
SNTG1	
SNTG2	
SNTG2-AS1	
SNTN	
SNU13	SSFA1
SNU13	NHP2L1
SNUPN	RNUT1
SNURF	
SNURFL	CXorf19
SNW1	SKIIP
SNX1	
SNX2	
SNX2P1	
SNX2P2	
SNX3	
SNX3P1X	
SNX3P1Y	
SNX4	
SNX5	
SNX5P1	
SNX5P2	
SNX6	
SNX6P1	
SNX7	
SNX8	
SNX9	
SNX9-AS1	
SNX10	
SNX10-AS1	
SNX11	
SNX12	
SNX13	
SNX14	
SNX15	
SNX16	
SNX17	
SNX18	SNAG1
SNX18P1Y	
SNX18P2	
SNX18P3	
SNX18P4	
SNX18P5	SNX18P6
SNX18P7	
SNX18P8	
SNX18P9	
SNX18P10	
SNX18P11	
SNX18P12	
SNX18P13	
SNX18P14	
SNX18P15	
SNX18P16	
SNX18P17	
SNX18P18	
SNX18P19	
SNX18P20	
SNX18P21	
SNX18P22	
SNX18P23	
SNX18P24	
SNX18P25	
SNX18P26	
SNX18P27	
SNX19	
SNX19P1	SNX19P
SNX19P2	
SNX19P3	
SNX19P4	
SNX20	
SNX21	C20orf161
SNX22	
SNX24	
SNX25	
SNX25P1	
SNX27	
SNX29	RUNDC2A
SNX29P1	RUNDC2B
SNX29P2	RUNDC2C
SNX30	
SNX30-DT	
SNX31	
SNX32	SNX6B
SNX33	SH3PX3
SNX33P1	
SOAT1	SOAT
SOAT1	STAT
SOAT2	
SOBP	
SOCAR	
SOCS1	
SOCS2	
SOCS2-AS1	
SOCS2P1	
SOCS2P2	
SOCS3	
SOCS3-DT	
SOCS4	SOCS7
SOCS5	
SOCS5P1	
SOCS5P2	
SOCS5P3	
SOCS5P4	
SOCS5P5	
SOCS6	SOCS4
SOCS6P1	
SOCS7	
SOD1	ALS
SOD1	ALS1
SOD1-DT	
SOD1P1	
SOD1P2	
SOD1P3	
SOD2	
SOD2-OT1	
SOD2P1	
SOD3	
SOGA1	C20orf117
SOGA1	KIAA0889
SOGA3	C6orf174
SOHLH1	C9orf157
SOHLH2	
SON	C21orf50
SONP1	
SORBS1	SH3D5
SORBS2	
SORBS2-AS1	
SORBS3	
SORCS1	
SORCS2	
SORCS3	
SORCS3-AS1	
SORD	
SORD2P	
SORL1	C11orf32
SORL1-AS1	
SORT1	
SOS1	GINGF
SOS1-IT1	
SOS2	
SOST	
SOSTDC1	
SOWAHA	ANKRD43
SOWAHB	ANKRD56
SOWAHC	C2orf26
SOWAHC	ANKRD57
SOWAHCP1	ANKRD57P1
SOWAHCP2	
SOWAHCP3	
SOWAHCP4	
SOWAHCP5	
SOWAHD	ANKRD58
SOX1	
SOX1-OT	LINC00403
SOX2	
SOX2-OT	SOX2OT
SOX3	PHP
SOX4	
SOX5	
SOX5-AS1	
SOX5P1	SOX5P
SOX6	
SOX7	
SOX8	
SOX9	CMD1
SOX9	CMPD1
SOX9-AS1	
SOX10	
SOX11	
SOX12	SOX22
SOX13	
SOX14	
SOX15	SOX20
SOX17	
SOX18	
SOX21	
SOX21-AS1	
SOX30	
SOX30P1	
SP1	
SP2	
SP2-AS1	
SP2-DT	
SP3	
SP3P	
SP4	
SP5	
SP6	
SP7	
SP8	
SP9	
SP100	
SP110	IFI41
SP110	IFI75
SP140	
SP140L	
SPA17	
SPA17P1	
SPAAR	LINC00961
SPACA1	
SPACA3	
SPACA4	
SPACA5	
SPACA5B	
SPACA6	NCRNA00085
SPACA6	LINC00085
SPACA6	SPACA6P
SPACA6-AS1	LINC01129
SPACA6-AS1	SPACA6P-AS
SPACA7	C13orf28
SPACA7BP	
SPACA9	C9orf9
SPACDR	C7orf61
SPAG1	
SPAG4	
SPAG5	
SPAG5-AS1	
SPAG6	
SPAG7	
SPAG8	
SPAG9	
SPAG11A	
SPAG11B	
SPAG16	
SPAG16-DT	
SPAG17	
SPAM1	
SPANXA1	SPANX
SPANXA2	SPANX
SPANXA2-OT1	CXorf18
SPANXB1	SPANXB2
SPANXB1	SPANXF1
SPANXB1	SPANXF2
SPANXC	
SPANXD	SPANXE
SPANXN1	
SPANXN2	
SPANXN3	
SPANXN4	
SPANXN5	
SPAR	
SPARC	ON
SPARCL1	
SPART	SPG20
SPART-AS1	C13orf43
SPART-AS1	SPG20OS
SPART-AS1	SPG20-AS1
SPAST	SPG4
SPATA1	
SPATA2	
SPATA2L	C16orf76
SPATA2P1	
SPATA3	
SPATA3-AS1	
SPATA4	
SPATA5	
SPATA5L1	
SPATA6	
SPATA6L	C9orf68
SPATA7	LCA3
SPATA8	
SPATA8-AS1	
SPATA9	
SPATA12	
SPATA13	
SPATA13-AS1	
SPATA16	
SPATA17	
SPATA17-AS1	
SPATA18	
SPATA19	
SPATA20	
SPATA20P1	
SPATA21	
SPATA22	
SPATA24	
SPATA25	C20orf165
SPATA31A1	C9orf36
SPATA31A1	FAM75A1
SPATA31A1	SPATA31A2
SPATA31A1	FAM75A2
SPATA31A3	FAM75A3
SPATA31A5	FAM75A5
SPATA31A6	FAM75A6
SPATA31A7	FAM75A7
SPATA31A7	SPATA31A4
SPATA31A7	FAM75A4
SPATA31B1P	C9orf36B
SPATA31B1P	FAM75B
SPATA31B1P	SPATA31B1
SPATA31C1	FAM75C1
SPATA31C2	FAM75C2
SPATA31D1	FAM75D1
SPATA31D2P	FAM75D2P
SPATA31D3	FAM75D3
SPATA31D4	FAM75D4
SPATA31D5P	FAM75D5
SPATA31E1	C9orf79
SPATA31E1	FAM75E1
SPATA31E2P	FAM75E2P
SPATA31E3P	FAM75E3P
SPATA32	C17orf46
SPATA32	TEX34
SPATA33	C16orf55
SPATA41	
SPATA42	
SPATA45	C1orf227
SPATA46	C1orf111
SPATA48	C7orf72
SPATC1	
SPATC1L	C21orf56
SPATS1	
SPATS2	
SPATS2L	
SPC24	SPBC24
SPC25	SPBC25
SPCS1	
SPCS2	
SPCS2P1	SPCS2P
SPCS2P2	
SPCS2P3	
SPCS2P4	
SPCS3	
SPCS3-AS1	
SPDEF	
SPDL1	CCDC99
SPDYA	SPDY1
SPDYC	
SPDYE1	WBSCR19
SPDYE2	
SPDYE2B	
SPDYE3	
SPDYE4	
SPDYE5	
SPDYE6	
SPDYE7P	
SPDYE8	SPDYE8P
SPDYE9	SPDYE9P
SPDYE10	SPDYE10P
SPDYE11	
SPDYE12	SPDYE12P
SPDYE13	SPDYE13P
SPDYE14	SPDYE14P
SPDYE15	SPDYE15P
SPDYE16	
SPDYE17	
SPDYE18	
SPDYE19P	
SPDYE20P	
SPDYE21	SPDYE21P
SPDYE22P	
SPECC1	CYTSB
SPECC1-DT	
SPECC1L	CYTSA
SPECC1L-ADORA2A	
SPECC1P1	
SPECC1P2	
SPEF1	C20orf28
SPEF2	
SPEG	APEG1
SPEGNB	
SPEM1	C17orf83
SPEM2	C17orf74
SPEM3	
SPEN	
SPEN-AS1	
SPESP1	
SPG3B	
SPG5B	
SPG7	CMAR
SPG11	KIAA1840
SPG11	ALS5
SPG14	
SPG16	
SPG19	
SPG21	
SPG24	
SPG25	
SPG27	
SPG29	
SPG32	
SPG34	
SPG36	
SPG37	
SPG38	
SPG41	
SPHAR	
SPHK1	
SPHK2	
SPHKAP	
SPI1	
SPIB	
SPIC	
SPICE1	CCDC52
SPIDR	KIAA0146
SPIN1	SPIN
SPIN2A	SPIN2
SPIN2B	
SPIN2P1	
SPIN3	
SPIN4	
SPIN4-AS1	
SPINDOC	C11orf84
SPINK1	
SPINK2	
SPINK4	
SPINK5	
SPINK6	
SPINK7	
SPINK8	
SPINK9	
SPINK13	
SPINK14	
SPINT1	
SPINT1-AS1	
SPINT2	
SPINT3	
SPINT4	C20orf137
SPINT5P	C20orf168
SPIRE1	
SPIRE2	
SPN	
SPNS1	
SPNS2	
SPNS2-AS1	
SPNS3	
SPO11	
SPOCD1	
SPOCK1	TIC1
SPOCK1	SPOCK
SPOCK2	
SPOCK3	
SPON1	
SPON1-AS1	
SPON2	
SPOP	
SPOPL	
SPOPL-DT	
SPOUT1	C9orf114
SPP1	BNSP
SPP1	OPN
SPP2	
SPPL2A	
SPPL2B	
SPPL2C	
SPPL3	
SPR	
SPRED1	
SPRED2	
SPRED3	
SPRING1	C12orf49
SPRING1P1	
SPRING1P2	
SPRN	
SPRNP1	
SPRR1A	
SPRR1B	SPRR1
SPRR2A	
SPRR2B	
SPRR2C	
SPRR2D	
SPRR2E	
SPRR2F	
SPRR2G	
SPRR3	
SPRR4	
SPRR5	
SPRTN	C1orf124
SPRY1	
SPRY2	
SPRY3	
SPRY4	
SPRY4-AS1	
SPRY4-IT1	
SPRYD3	
SPRYD4	
SPRYD7	C13orf1
SPRYD7P1	
SPSB1	
SPSB2	
SPSB3	C16orf31
SPSB4	
SPTA1	
SPTAN1	
SPTB	
SPTBN1	
SPTBN1-AS1	SPTBN1-AS2
SPTBN1-AS2	
SPTBN2	SCA5
SPTBN4	
SPTBN5	
SPTLC1	HSN1
SPTLC1P1	
SPTLC1P2	
SPTLC1P3	
SPTLC1P4	
SPTLC1P5	
SPTLC2	
SPTLC3	C20orf38
SPTLC3	SPTLC2L
SPTSSA	C14orf147
SPTSSB	C3orf57
SPTY2D1	
SPTY2D1OS	SPTY2D1-AS1
SPX	C12orf39
SPZ1	
SQLE	
SQLE-DT	
SQOR	SQRDL
SQSTM1	PDB3
SQSTM1	OSIL
SQSTM1P1	
SRA1	
SRARP	C1orf64
SRBD1	
SRC	SRC1
SRCAP	
SRCIN1	
SRD5A1	
SRD5A1P1	SRD5AP1
SRD5A2	
SRD5A2P1	
SRD5A3	
SRD5A3-AS1	
SRD5A3P1	
SREBF1	
SREBF2	
SREBF2-AS1	
SREK1	SFRS12
SREK1IP1	SFRS12IP1
SREK1IP1P1	
SREK1IP1P2	
SRF	
SRFBP1	
SRGAP1	
SRGAP2	FNBP2
SRGAP2-AS1	
SRGAP2-IT1	
SRGAP2B	SRGAP2P2
SRGAP2C	SRGAP2P1
SRGAP2D	
SRGAP3	SRGAP2
SRGAP3-AS1	
SRGAP3-AS2	
SRGAP3-AS3	
SRGAP3-AS4	
SRGN	PRG
SRGN	PRG1
SRGNP1	
SRI	
SRI-AS1	
SRIP1	SRIL
SRIP2	
SRIP3	
SRL	
SRM	SRML1
SRML2	
SRMP1	
SRMP2	
SRMP3	
SRMS	C20orf148
SRP9	
SRP9P1	SRP9L1
SRP14	
SRP14-DT	SRP14-AS1
SRP14P1	
SRP14P2	
SRP14P3	
SRP14P4	
SRP19	
SRP54	
SRP54-AS1	
SRP68	
SRP68P1	SRPSMCR
SRP68P2	
SRP68P3	
SRP72	
SRP72P1	
SRP72P2	
SRPK1	
SRPK2	
SRPK2P	
SRPK3	STK23
SRPRA	SRPR
SRPRB	
SRPX	
SRPX2	
SRR	
SRRD	
SRRM1	
SRRM1P1	SRRM1L
SRRM1P1	SRRM1P
SRRM1P2	
SRRM1P3	
SRRM2	
SRRM2-AS1	
SRRM3	
SRRM4	KIAA1853
SRRM5	
SRRT	
SRSF1	SFRS1
SRSF1P1	
SRSF2	SFRS2
SRSF2P1	
SRSF3	SFRS3
SRSF3P1	
SRSF3P2	
SRSF3P4	
SRSF3P5	
SRSF3P6	
SRSF4	SFRS4
SRSF5	SFRS5
SRSF6	SFRS6
SRSF6P1	
SRSF6P2	
SRSF7	SFRS7
SRSF8	SFRS2B
SRSF8BP	
SRSF8CP	
SRSF9	SFRS9
SRSF9P1	SFRS9P1
SRSF10	FUSIP2
SRSF10	FUSIP1
SRSF10	SFRS13A
SRSF10P1	FUSIP1P
SRSF10P1	SFRS13AP1
SRSF10P2	FUSIP1P2
SRSF10P2	SFRS13AP2
SRSF11	SFRS11
SRSF11P1	
SRSF12	SFRS13B
SRXN1	C20orf139
SRY	
SS18	SSXT
SS18L1	
SS18L2	
SS18L2P1	
SS18L2P2	
SSAV1	
SSAV1L	
SSB	
SSBL2P	
SSBL3P	
SSBL4P	
SSBL5P	
SSBP1	
SSBP2	
SSBP3	
SSBP3-AS1	C1orf191
SSBP3P1	SSBL3P1
SSBP3P2	
SSBP4	
SSC4D	SRCRB4D
SSC5D	
SSH1	
SSH2	
SSH3	
SSMEM1	C7orf45
SSNA1	
SSPN	KRAG
SSPOP	SSPO
SSR1	
SSR1P1	
SSR1P2	
SSR2	
SSR3	
SSR4	
SSR4P1	C21orf122
SSRP1	
SST	
SSTR1	
SSTR2	
SSTR3	
SSTR4	
SSTR5	
SSTR5-AS1	
SSU72	
SSU72P1	
SSU72P2	
SSU72P3	
SSU72P4	
SSU72P5	
SSU72P6	
SSU72P7	
SSU72P8	
SSUH2	C3orf32
SSX1	
SSX2	SSX
SSX2B	
SSX2IP	
SSX3	
SSX4	
SSX4B	
SSX5	
SSX6P	SSXP2
SSX6P	SSX6
SSX7	
SSX8P	SSX8
SSX9P	SSX9
SSXP1	
SSXP3	
SSXP4	SSX10
SSXP5	
SSXP6	
SSXP7	
SSXP8	
SSXP9	
SSXP10	
ST2	
ST3	
ST3GAL1	SIAT4A
ST3GAL1-DT	
ST3GAL1P1	
ST3GAL2	SIAT4B
ST3GAL3	SIAT6
ST3GAL3	MRT12
ST3GAL3-AS1	
ST3GAL4	CGS23
ST3GAL4	SIAT4
ST3GAL4	NANTA3
ST3GAL4	SIAT4C
ST3GAL5	SIAT9
ST3GAL5-AS1	
ST3GAL5P1	
ST3GAL6	SIAT10
ST3GAL6-AS1	
ST6GAL1	SIAT1
ST6GAL2	SIAT2
ST6GAL2-IT1	
ST6GALNAC1	SIAT7A
ST6GALNAC2	SIAT7
ST6GALNAC2	SIAT7B
ST6GALNAC2	SIATL1
ST6GALNAC2P1	
ST6GALNAC3	SIAT7C
ST6GALNAC4	SIAT7D
ST6GALNAC4P1	
ST6GALNAC5	SIAT7E
ST6GALNAC6	SIAT7F
ST7	FAM4A1
ST7-AS1	ST7OT1
ST7-AS2	ST7OT2
ST7-OT3	ST7OT3
ST7-OT4	ST7OT4
ST7L	
ST8	
ST8SIA1	SIAT8
ST8SIA1	SIAT8A
ST8SIA2	SIAT8B
ST8SIA3	SIAT8C
ST8SIA4	SIAT8D
ST8SIA5	SIAT8E
ST8SIA5-DT	
ST8SIA6	SIAT8F
ST8SIA6-AS1	
ST11	
ST13	
ST13P	
ST13P1	
ST13P2	
ST13P3	FAM10A3
ST13P4	FAM10A4
ST13P5	FAM10A5
ST13P6	FAM10A6
ST13P7	FAM10A7
ST13P8	
ST13P9	
ST13P10	
ST13P11	
ST13P12	
ST13P13	
ST13P14	
ST13P15	
ST13P16	
ST13P17	
ST13P18	
ST13P19	
ST13P20	
ST13P21	
ST13P22	
ST14	PRSS14
ST18	ZNF387
ST20	
ST20-AS1	C15orf37
ST20-MTHFS	
STAB1	
STAB2	
STAC	
STAC2	
STAC3	
STAG1	
STAG1-DT	
STAG2	
STAG2-AS1	
STAG3	
STAG3L1	
STAG3L2	
STAG3L3	
STAG3L4	
STAG3L5P	
STAG3L5P-PVRIG2P-PILRB	
STAM	
STAM-DT	STAM-AS1
STAM2	
STAMBP	
STAMBPL1	
STAP1	
STAP2	
STAR	
STARD3	
STARD3NL	
