,stripped_cell_line_name,wes_bam,wes_bai,wgs_bam,wgs_bai,rna_bam,rna_bai,hybrid_capture_bam,hybrid_capture_bai,targeted_bam,targeted_bai,raindance_bam,raindance_bai
ACH-000896,,,,,,gs://cclebams/rna/G27234.647-V.1.bam,gs://cclebams/rna/G27234.647-V.1.bai,gs://cclebams/hybrid_capture/647V_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/647V_URINARY_TRACT.bai,,,gs://cclebams/raindance/G16640/647-V/current/647-V.bam,gs://cclebams/raindance/G16640/647-V/current/647-V.bai
ACH-000491,,,,,,gs://cclebams/rna/G26236.NCI-H716.2.bam,gs://cclebams/rna/G26236.NCI-H716.2.bai,gs://cclebams/hybrid_capture/NCIH716_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/NCIH716_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/NCI-H716/current/NCI-H716.bam,gs://cclebams/targeted/C1926/NCI-H716/current/NCI-H716.bai,gs://cclebams/raindance/G16640/NCI-H716/current/NCI-H716.bam,gs://cclebams/raindance/G16640/NCI-H716/current/NCI-H716.bai
ACH-000553,,gs://cclebams/wes/C836.Sq-1.1.bam,gs://cclebams/wes/C836.Sq-1.1.bai,,,gs://cclebams/rna/G30647.Sq-1.1.bam,gs://cclebams/rna/G30647.Sq-1.1.bai,gs://cclebams/hybrid_capture/SQ1_LUNG.bam,gs://cclebams/hybrid_capture/SQ1_LUNG.bai,gs://cclebams/targeted/C1926/Sq-1/current/Sq-1.bam,gs://cclebams/targeted/C1926/Sq-1/current/Sq-1.bai,gs://cclebams/raindance/G16640/Sq-1/current/Sq-1.bam,gs://cclebams/raindance/G16640/Sq-1/current/Sq-1.bai
ACH-000296,,,,,,gs://cclebams/rna/G28575.OUMS-23.1.bam,gs://cclebams/rna/G28575.OUMS-23.1.bai,gs://cclebams/hybrid_capture/OUMS23_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/OUMS23_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/OUMS-23/current/OUMS-23.bam,gs://cclebams/targeted/C1926/OUMS-23/current/OUMS-23.bai,gs://cclebams/raindance/G16640/OUMS-23/current/OUMS-23.bam,gs://cclebams/raindance/G16640/OUMS-23/current/OUMS-23.bai
ACH-000080,,gs://cclebams/wes/C836.BDCM.2.bam,gs://cclebams/wes/C836.BDCM.2.bai,,,gs://cclebams/rna/G41707.BDCM.5.bam,gs://cclebams/rna/G41707.BDCM.5.bai,gs://cclebams/hybrid_capture/BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/BDCM/current/BDCM.bam,gs://cclebams/raindance/G16640/BDCM/current/BDCM.bai
ACH-000455,,,,,,gs://cclebams/rna/G41756.LN-428.bam,gs://cclebams/rna/G41756.LN-428.bai,,,,,,
ACH-000630,,gs://cclebams/wes/C836.YD-8.1.bam,gs://cclebams/wes/C836.YD-8.1.bai,,,gs://cclebams/rna/G30605.YD-8.1.bam,gs://cclebams/rna/G30605.YD-8.1.bai,gs://cclebams/hybrid_capture/YD8_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/YD8_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/YD-8/current/YD-8.bam,gs://cclebams/raindance/G16640/YD-8/current/YD-8.bai
ACH-000527,,,,,,gs://cclebams/rna/G41663.OVISE.5.bam,gs://cclebams/rna/G41663.OVISE.5.bai,gs://cclebams/hybrid_capture/OVISE_OVARY.bam,gs://cclebams/hybrid_capture/OVISE_OVARY.bai,,,gs://cclebams/raindance/G16640/OVISE/current/OVISE.bam,gs://cclebams/raindance/G16640/OVISE/current/OVISE.bai
ACH-000948,,,,gs://cclebams/wgs/G16362/23132_87/v2/23132_87.bam,gs://cclebams/wgs/G16362/23132_87/v2/23132_87.bai,gs://cclebams/rna/G20505.23132_87.2.bam,gs://cclebams/rna/G20505.23132_87.2.bai,gs://cclebams/hybrid_capture/2313287_STOMACH.bam,gs://cclebams/hybrid_capture/2313287_STOMACH.bai,,,gs://cclebams/raindance/G16640/23132_87/current/23132_87.bam,gs://cclebams/raindance/G16640/23132_87/current/23132_87.bai
ACH-000655,,,,,,gs://cclebams/rna/G27544.SF268.2.bam,gs://cclebams/rna/G27544.SF268.2.bai,,,,,,
ACH-000524,,,,,,gs://cclebams/rna/G26265.KURAMOCHI.2.bam,gs://cclebams/rna/G26265.KURAMOCHI.2.bai,gs://cclebams/hybrid_capture/KURAMOCHI_OVARY.bam,gs://cclebams/hybrid_capture/KURAMOCHI_OVARY.bai,,,gs://cclebams/raindance/G16640/KURAMOCHI/current/KURAMOCHI.bam,gs://cclebams/raindance/G16640/KURAMOCHI/current/KURAMOCHI.bai
ACH-000109,,,,gs://cclebams/wgs/G32831/NCI-H3255/v1/NCI-H3255.bam,gs://cclebams/wgs/G32831/NCI-H3255/v1/NCI-H3255.bai,gs://cclebams/rna/G28554.NCI-H3255.1.bam,gs://cclebams/rna/G28554.NCI-H3255.1.bai,gs://cclebams/hybrid_capture/NCIH3255_LUNG.bam,gs://cclebams/hybrid_capture/NCIH3255_LUNG.bai,,,gs://cclebams/raindance/G16640/NCI-H3255/current/NCI-H3255.bam,gs://cclebams/raindance/G16640/NCI-H3255/current/NCI-H3255.bai
ACH-000241,,gs://cclebams/wes/C836.JK-1.2.bam,gs://cclebams/wes/C836.JK-1.2.bai,,,gs://cclebams/rna/G28000.JK-1.1.bam,gs://cclebams/rna/G28000.JK-1.1.bai,gs://cclebams/hybrid_capture/JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/JK-1/current/JK-1.bam,gs://cclebams/raindance/G16640/JK-1/current/JK-1.bai
ACH-000634,,,,,,gs://cclebams/rna/G41755/LN-340/current/LN-340.bam,gs://cclebams/rna/G41755/LN-340/current/LN-340.bai,,,,,,
ACH-000637,,,,gs://cclebams/wgs/G32831/KYSE-520/v1/KYSE-520.bam,gs://cclebams/wgs/G32831/KYSE-520/v1/KYSE-520.bai,gs://cclebams/rna/G28054.KYSE-520.1.bam,gs://cclebams/rna/G28054.KYSE-520.1.bai,gs://cclebams/hybrid_capture/KYSE520_OESOPHAGUS.bam,gs://cclebams/hybrid_capture/KYSE520_OESOPHAGUS.bai,,,gs://cclebams/raindance/KYSE-520.bam,gs://cclebams/raindance/KYSE-520.bai
ACH-000656,,gs://cclebams/wes/C836.SU-DHL-8.2.bam,gs://cclebams/wes/C836.SU-DHL-8.2.bai,,,gs://cclebams/rna/G30556.SU-DHL-8.1.bam,gs://cclebams/rna/G30556.SU-DHL-8.1.bai,gs://cclebams/hybrid_capture/SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/SU-DHL-8/current/SU-DHL-8.bam,gs://cclebams/raindance/G16640/SU-DHL-8/current/SU-DHL-8.bai
ACH-000479,,,,gs://cclebams/wgs/G32831/KNS-81/v1/KNS-81.bam,gs://cclebams/wgs/G32831/KNS-81/v1/KNS-81.bai,gs://cclebams/rna/G26195.KNS-81.2.bam,gs://cclebams/rna/G26195.KNS-81.2.bai,gs://cclebams/hybrid_capture/KNS-81.bam,gs://cclebams/hybrid_capture/KNS-81.bai,,,gs://cclebams/raindance/G16640/KNS-81/current/KNS-81.bam,gs://cclebams/raindance/G16640/KNS-81/current/KNS-81.bai
ACH-001041,,,,,,,,gs://cclebams/hybrid_capture/COLO-699.bam,gs://cclebams/hybrid_capture/COLO-699.bai,,,gs://cclebams/raindance/G16640/COLO-699/current/COLO-699.bam,gs://cclebams/raindance/G16640/COLO-699/current/COLO-699.bai
ACH-000146,,,,gs://cclebams/wgs/G32831/THP-1/v1/THP-1.bam,gs://cclebams/wgs/G32831/THP-1/v1/THP-1.bai,gs://cclebams/rna/G27241.THP-1.1.bam,gs://cclebams/rna/G27241.THP-1.1.bai,gs://cclebams/hybrid_capture/THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/THP-1/current/THP-1.bam,gs://cclebams/raindance/G16640/THP-1/current/THP-1.bai
ACH-000735,,gs://cclebams/wes/C836.PE_CA-PJ49.2.bam,gs://cclebams/wes/C836.PE_CA-PJ49.2.bai,,,gs://cclebams/rna/G27511.PE_CA-PJ49.2.bam,gs://cclebams/rna/G27511.PE_CA-PJ49.2.bai,gs://cclebams/hybrid_capture/PECAPJ49_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/PECAPJ49_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/PE_CA-PJ49/current/PE_CA-PJ49.bam,gs://cclebams/raindance/G16640/PE_CA-PJ49/current/PE_CA-PJ49.bai
ACH-000751,,gs://cclebams/wes/C836.OCI-M1.1.bam,gs://cclebams/wes/C836.OCI-M1.1.bai,,,gs://cclebams/rna/G41747.OCI-M1.5.bam,gs://cclebams/rna/G41747.OCI-M1.5.bai,gs://cclebams/hybrid_capture/OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/OCI-M1/current/OCI-M1.bam,gs://cclebams/raindance/G16640/OCI-M1/current/OCI-M1.bai
ACH-000111,,,,gs://cclebams/wgs/G32831/HCC1187/v1/HCC1187.bam,gs://cclebams/wgs/G32831/HCC1187/v1/HCC1187.bai,gs://cclebams/rna/G26234.HCC1187.2.bam,gs://cclebams/rna/G26234.HCC1187.2.bai,gs://cclebams/hybrid_capture/HCC1187_BREAST.bam,gs://cclebams/hybrid_capture/HCC1187_BREAST.bai,,,gs://cclebams/raindance/G16640/HCC1187/current/HCC1187.bam,gs://cclebams/raindance/G16640/HCC1187/current/HCC1187.bai
ACH-000034,,,,,,gs://cclebams/rna/G41797.PLB-985-2.bam,gs://cclebams/rna/G41797.PLB-985-2.bai,,,,,,
ACH-000758,,gs://cclebams/wes/C836.MKN74.2.bam,gs://cclebams/wes/C836.MKN74.2.bai,gs://cclebams/wgs/G16440/MKN74/v1/MKN74.bam,gs://cclebams/wgs/G16440/MKN74/v1/MKN74.bai,gs://cclebams/rna/G25201/NA/MKN74/v1/MKN74.bam,gs://cclebams/rna/G25201/NA/MKN74/v1/MKN74.bai,gs://cclebams/hybrid_capture/MKN74_STOMACH.bam,gs://cclebams/hybrid_capture/MKN74_STOMACH.bai,,,gs://cclebams/raindance/G16640/MKN74/current/MKN74.bam,gs://cclebams/raindance/G16640/MKN74/current/MKN74.bai
ACH-000847,,,,gs://cclebams/wgs/G16451/HGC-27/v2/HGC-27.bam,gs://cclebams/wgs/G16451/HGC-27/v2/HGC-27.bai,gs://cclebams/rna/G41724.HGC-27.5.bam,gs://cclebams/rna/G41724.HGC-27.5.bai,gs://cclebams/hybrid_capture/HGC27_STOMACH.bam,gs://cclebams/hybrid_capture/HGC27_STOMACH.bai,,,gs://cclebams/raindance/G16640/HGC-27/current/HGC-27.bam,gs://cclebams/raindance/G16640/HGC-27/current/HGC-27.bai
ACH-000573,,gs://cclebams/wes/C836.MDA-MB-436.1.bam,gs://cclebams/wes/C836.MDA-MB-436.1.bai,,,gs://cclebams/rna/G28087.MDA-MB-436.1.bam,gs://cclebams/rna/G28087.MDA-MB-436.1.bai,gs://cclebams/hybrid_capture/MDAMB436_BREAST.bam,gs://cclebams/hybrid_capture/MDAMB436_BREAST.bai,,,gs://cclebams/raindance/G16640/MDA-MB-436/current/MDA-MB-436.bam,gs://cclebams/raindance/G16640/MDA-MB-436/current/MDA-MB-436.bai
ACH-001094,,,,,,,,gs://cclebams/hybrid_capture/HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,,
ACH-000639,,,,gs://cclebams/wgs/G16345/NCI-H211/v1/NCI-H211.bam,gs://cclebams/wgs/G16345/NCI-H211/v1/NCI-H211.bai,gs://cclebams/rna/G25241.NCI-H211.1.bam,gs://cclebams/rna/G25241.NCI-H211.1.bai,gs://cclebams/hybrid_capture/NCIH211_LUNG.bam,gs://cclebams/hybrid_capture/NCIH211_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H211/current/NCI-H211.bam,gs://cclebams/targeted/C1926/NCI-H211/current/NCI-H211.bai,gs://cclebams/raindance/G16640/NCI-H211/current/NCI-H211.bam,gs://cclebams/raindance/G16640/NCI-H211/current/NCI-H211.bai
ACH-000558,,,,,,gs://cclebams/rna/G26175.A172.2.bam,gs://cclebams/rna/G26175.A172.2.bai,gs://cclebams/hybrid_capture/A172_CENTRAL_NERVOUS_SYSTEM.bam,gs://cclebams/hybrid_capture/A172_CENTRAL_NERVOUS_SYSTEM.bai,,,,
ACH-000458,,,,,,gs://cclebams/rna/G27349.CJM.1.bam,gs://cclebams/rna/G27349.CJM.1.bai,gs://cclebams/hybrid_capture/CJM_SKIN.bam,gs://cclebams/hybrid_capture/CJM_SKIN.bai,gs://cclebams/targeted/C1926/CJM/current/CJM.bam,gs://cclebams/targeted/C1926/CJM/current/CJM.bai,gs://cclebams/raindance/G16640/CJM/current/CJM.bam,gs://cclebams/raindance/G16640/CJM/current/CJM.bai
ACH-000299,,,,,,gs://cclebams/rna/G41796.HNT-34-2.bam,gs://cclebams/rna/G41796.HNT-34-2.bai,,,,,,
ACH-000943,,,,gs://cclebams/wgs/G16379/RKO/v2/RKO.bam,gs://cclebams/wgs/G16379/RKO/v2/RKO.bai,gs://cclebams/rna/G41732.RKO.5.bam,gs://cclebams/rna/G41732.RKO.5.bai,gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/RKO_LARGE_INTESTINE.bai,,,gs://cclebams/raindance/G16640/RKO/current/RKO.bam,gs://cclebams/raindance/G16640/RKO/current/RKO.bai
ACH-000587,,,,gs://cclebams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bam,gs://cclebams/wgs/G32831/NCI-H1975/v2/NCI-H1975.bai,gs://cclebams/rna/G26264.NCI-H1975.2.bam,gs://cclebams/rna/G26264.NCI-H1975.2.bai,gs://cclebams/hybrid_capture/NCIH1975_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1975_LUNG.bai,,,,
ACH-000345,,gs://cclebams/wes/C836.KP-N-RT-BM-1.2.bam,gs://cclebams/wes/C836.KP-N-RT-BM-1.2.bai,,,gs://cclebams/rna/G28004.KP-N-RT-BM-1.1.bam,gs://cclebams/rna/G28004.KP-N-RT-BM-1.1.bai,gs://cclebams/hybrid_capture/KP-N-RT-BM-1.merged.bam,gs://cclebams/hybrid_capture/KP-N-RT-BM-1.merged.bai,,,gs://cclebams/raindance/G16640/KP-N-RT-BM-1/current/KP-N-RT-BM-1.bam,gs://cclebams/raindance/G16640/KP-N-RT-BM-1/current/KP-N-RT-BM-1.bai
ACH-000956,,gs://cclebams/wes/ccle.wes.gdc/C836.22Rv1.2.bam,gs://cclebams/wes/ccle.wes.gdc/C836.22Rv1.2.bai,gs://cclebams/wgs/G16435/22Rv1/v1/22Rv1.bam,gs://cclebams/wgs/G16435/22Rv1/v1/22Rv1.bai,gs://cclebams/rna/G20502.22Rv1.2.bam,gs://cclebams/rna/G20502.22Rv1.2.bai,gs://cclebams/hybrid_capture/22RV1_PROSTATE.bam,gs://cclebams/hybrid_capture/22RV1_PROSTATE.bai,,,gs://cclebams/raindance/G16640/22Rv1/current/22Rv1.bam,gs://cclebams/raindance/G16640/22Rv1/current/22Rv1.bai
ACH-000131,,gs://cclebams/wes/C836.Hs_229.T.1.bam,gs://cclebams/wes/C836.Hs_229.T.1.bai,,,gs://cclebams/rna/G28827.Hs_229.T.3.bam,gs://cclebams/rna/G28827.Hs_229.T.3.bai,gs://cclebams/hybrid_capture/HS229T_LUNG.bam,gs://cclebams/hybrid_capture/HS229T_LUNG.bai,gs://cclebams/targeted/C1926/Hs_229.T/current/Hs_229.T.bam,gs://cclebams/targeted/C1926/Hs_229.T/current/Hs_229.T.bai,gs://cclebams/raindance/G16640/Hs_229.T/current/Hs_229.T.bam,gs://cclebams/raindance/G16640/Hs_229.T/current/Hs_229.T.bai
ACH-000381,,,,gs://cclebams/wgs/G32831/T84/v1/T84.bam,gs://cclebams/wgs/G32831/T84/v1/T84.bai,gs://cclebams/rna/G30614.T84.1.bam,gs://cclebams/rna/G30614.T84.1.bai,gs://cclebams/hybrid_capture/T84_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/T84_LARGE_INTESTINE.bai,,,gs://cclebams/raindance/G16640/T84/current/T84.bam,gs://cclebams/raindance/G16640/T84/current/T84.bai
ACH-000545,,,,gs://cclebams/wgs/G32831/VM-CUB1/v2/VM-CUB1.bam,gs://cclebams/wgs/G32831/VM-CUB1/v2/VM-CUB1.bai,gs://cclebams/rna/G30630.VM-CUB1.3.bam,gs://cclebams/rna/G30630.VM-CUB1.3.bai,gs://cclebams/hybrid_capture/VMCUB1_URINARY_TRACT.bam,gs://cclebams/hybrid_capture/VMCUB1_URINARY_TRACT.bai,,,,
ACH-000613,,,,,,gs://cclebams/rna/G28868.HOS.3.bam,gs://cclebams/rna/G28868.HOS.3.bai,gs://cclebams/hybrid_capture/HOS_BONE.bam,gs://cclebams/hybrid_capture/HOS_BONE.bai,,,gs://cclebams/raindance/G16640/HOS/current/HOS.bam,gs://cclebams/raindance/G16640/HOS/current/HOS.bai
ACH-000669,,,,gs://cclebams/wgs/G16389/SW_900/v1/SW_900.bam,gs://cclebams/wgs/G16389/SW_900/v1/SW_900.bai,gs://cclebams/rna/G27246.SW_900.1.bam,gs://cclebams/rna/G27246.SW_900.1.bai,gs://cclebams/hybrid_capture/SW900_LUNG.bam,gs://cclebams/hybrid_capture/SW900_LUNG.bai,,,gs://cclebams/raindance/G16640/SW_900/current/SW_900.bam,gs://cclebams/raindance/G16640/SW_900/current/SW_900.bai
ACH-000273,,,,,,gs://cclebams/rna/G27542.SF539.2.bam,gs://cclebams/rna/G27542.SF539.2.bai,,,,,,
ACH-000911,,,,gs://cclebams/wgs/G16450/NUGC-3/v1/NUGC-3.bam,gs://cclebams/wgs/G16450/NUGC-3/v1/NUGC-3.bai,gs://cclebams/rna/G26245.NUGC-3.2.bam,gs://cclebams/rna/G26245.NUGC-3.2.bai,gs://cclebams/hybrid_capture/NUGC3_STOMACH.bam,gs://cclebams/hybrid_capture/NUGC3_STOMACH.bai,,,gs://cclebams/raindance/G16640/NUGC-3/current/NUGC-3.bam,gs://cclebams/raindance/G16640/NUGC-3/current/NUGC-3.bai
ACH-000201,,,,gs://cclebams/wgs/G32831/A-204/v3/A-204.bam,gs://cclebams/wgs/G32831/A-204/v3/A-204.bai,gs://cclebams/rna/G26235.A-204.2.bam,gs://cclebams/rna/G26235.A-204.2.bai,gs://cclebams/hybrid_capture/A204_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/A204_SOFT_TISSUE.bai,,,gs://cclebams/raindance/G16640/A-204/current/A-204.bam,gs://cclebams/raindance/G16640/A-204/current/A-204.bai
ACH-000627,,,,,,gs://cclebams/rna/G28061.LCLC-103H.1.bam,gs://cclebams/rna/G28061.LCLC-103H.1.bai,gs://cclebams/hybrid_capture/LCLC103H_LUNG.bam,gs://cclebams/hybrid_capture/LCLC103H_LUNG.bai,gs://cclebams/targeted/C1926/LCLC-103H/current/LCLC-103H.bam,gs://cclebams/targeted/C1926/LCLC-103H/current/LCLC-103H.bai,gs://cclebams/raindance/G16640/LCLC-103H/current/LCLC-103H.bam,gs://cclebams/raindance/G16640/LCLC-103H/current/LCLC-103H.bai
ACH-000442,,,,,,gs://cclebams/rna/G27491.RERF-LC-Sq1.2.bam,gs://cclebams/rna/G27491.RERF-LC-Sq1.2.bai,gs://cclebams/hybrid_capture/RERFLCSQ1_LUNG.bam,gs://cclebams/hybrid_capture/RERFLCSQ1_LUNG.bai,gs://cclebams/targeted/C1926/RERF-LC-Sq1/current/RERF-LC-Sq1.bam,gs://cclebams/targeted/C1926/RERF-LC-Sq1/current/RERF-LC-Sq1.bai,gs://cclebams/raindance/G16640/RERF-LC-Sq1/current/RERF-LC-Sq1.bam,gs://cclebams/raindance/G16640/RERF-LC-Sq1/current/RERF-LC-Sq1.bai
ACH-000744,,,,,,gs://cclebams/rna/G28549.NCI-H1623.1.bam,gs://cclebams/rna/G28549.NCI-H1623.1.bai,gs://cclebams/hybrid_capture/NCIH1623_LUNG.bam,gs://cclebams/hybrid_capture/NCIH1623_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H1623/current/NCI-H1623.bam,gs://cclebams/targeted/C1926/NCI-H1623/current/NCI-H1623.bai,gs://cclebams/raindance/G16640/NCI-H1623/current/NCI-H1623.bam,gs://cclebams/raindance/G16640/NCI-H1623/current/NCI-H1623.bai
ACH-001150,,,,,,,,gs://cclebams/hybrid_capture/OUMS27_BONE.bam,gs://cclebams/hybrid_capture/OUMS27_BONE.bai,,,gs://cclebams/raindance/OUMS-27.bam,gs://cclebams/raindance/OUMS-27.bai
ACH-000548,,,,,,gs://cclebams/rna/G27384.BHY.1.bam,gs://cclebams/rna/G27384.BHY.1.bai,gs://cclebams/hybrid_capture/BHY_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/BHY_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/BHY/current/BHY.bam,gs://cclebams/raindance/G16640/BHY/current/BHY.bai
ACH-000750,,,,gs://cclebams/wgs/G16464/LOX_IMVI/v1/LOX_IMVI.bam,gs://cclebams/wgs/G16464/LOX_IMVI/v1/LOX_IMVI.bai,gs://cclebams/rna/G41681.LOX_IMVI.5.bam,gs://cclebams/rna/G41681.LOX_IMVI.5.bai,gs://cclebams/hybrid_capture/LOXIMVI_SKIN.bam,gs://cclebams/hybrid_capture/LOXIMVI_SKIN.bai,,,gs://cclebams/raindance/G16640/LOX_IMVI/current/LOX_IMVI.bam,gs://cclebams/raindance/G16640/LOX_IMVI/current/LOX_IMVI.bai
ACH-000188,,,,gs://cclebams/wgs/G16479/SCC-25/v1/SCC-25.bam,gs://cclebams/wgs/G16479/SCC-25/v1/SCC-25.bai,gs://cclebams/rna/G27294.SCC-25.1.bam,gs://cclebams/rna/G27294.SCC-25.1.bai,gs://cclebams/hybrid_capture/SCC25_UPPER_AERODIGESTIVE_TRACT.bam,gs://cclebams/hybrid_capture/SCC25_UPPER_AERODIGESTIVE_TRACT.bai,,,gs://cclebams/raindance/G16640/SCC-25/current/SCC-25.bam,gs://cclebams/raindance/G16640/SCC-25/current/SCC-25.bai
ACH-000030,,,,gs://cclebams/wgs/G16342/PC-14/v1/PC-14.bam,gs://cclebams/wgs/G16342/PC-14/v1/PC-14.bai,gs://cclebams/rna/G27293.PC-14.1.bam,gs://cclebams/rna/G27293.PC-14.1.bai,gs://cclebams/hybrid_capture/PC14_LUNG.bam,gs://cclebams/hybrid_capture/PC14_LUNG.bai,,,gs://cclebams/raindance/G16640/PC-14/current/PC-14.bam,gs://cclebams/raindance/G16640/PC-14/current/PC-14.bai
ACH-000709,,gs://cclebams/wes/C836.KMRC-2.1.bam,gs://cclebams/wes/C836.KMRC-2.1.bai,,,gs://cclebams/rna/G28012.KMRC-2.1.bam,gs://cclebams/rna/G28012.KMRC-2.1.bai,gs://cclebams/hybrid_capture/KMRC2_KIDNEY.bam,gs://cclebams/hybrid_capture/KMRC2_KIDNEY.bai,,,gs://cclebams/raindance/G16640/KMRC-2/current/KMRC-2.bam,gs://cclebams/raindance/G16640/KMRC-2/current/KMRC-2.bai
ACH-000789,,,,,,gs://cclebams/rna/G28534.NCI-H810.1.bam,gs://cclebams/rna/G28534.NCI-H810.1.bai,gs://cclebams/hybrid_capture/NCIH810_LUNG.bam,gs://cclebams/hybrid_capture/NCIH810_LUNG.bai,gs://cclebams/targeted/C1926/NCI-H810/current/NCI-H810.bam,gs://cclebams/targeted/C1926/NCI-H810/current/NCI-H810.bai,,
ACH-000138,,,,,,gs://cclebams/rna/G26189.CFPAC-1.2.bam,gs://cclebams/rna/G26189.CFPAC-1.2.bai,gs://cclebams/hybrid_capture/CFPAC1_PANCREAS.bam,gs://cclebams/hybrid_capture/CFPAC1_PANCREAS.bai,,,gs://cclebams/raindance/G16640/CFPAC-1/current/CFPAC-1.bam,gs://cclebams/raindance/G16640/CFPAC-1/current/CFPAC-1.bai
ACH-001024,,,,,,,,gs://cclebams/hybrid_capture/CHL1_SKIN.bam,gs://cclebams/hybrid_capture/CHL1_SKIN.bai,gs://cclebams/targeted/C1926/CHL-1/current/CHL-1.bam,gs://cclebams/targeted/C1926/CHL-1/current/CHL-1.bam.bai,,
ACH-000069,,gs://cclebams/wes/C836.Hs_611.T.2.bam,gs://cclebams/wes/C836.Hs_611.T.2.bam.bai,,,gs://cclebams/rna/G28855.Hs_611.T.3.bam,gs://cclebams/rna/G28855.Hs_611.T.3.bai,gs://cclebams/hybrid_capture/HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam,gs://cclebams/hybrid_capture/HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bai,,,gs://cclebams/raindance/G16640/Hs_611.T/current/Hs_611.T.bam,gs://cclebams/raindance/G16640/Hs_611.T/current/Hs_611.T.bai
ACH-000214,,gs://cclebams/wes/C836.Hs_675.T.1.bam,gs://cclebams/wes/C836.Hs_675.T.1.bai,,,gs://cclebams/rna/G28841.Hs_675.T.3.bam,gs://cclebams/rna/G28841.Hs_675.T.3.bai,gs://cclebams/hybrid_capture/HS675T_LARGE_INTESTINE.bam,gs://cclebams/hybrid_capture/HS675T_LARGE_INTESTINE.bai,gs://cclebams/targeted/C1926/Hs_675.T/current/Hs_675.T.bam,gs://cclebams/targeted/C1926/Hs_675.T/current/Hs_675.T.bai,gs://cclebams/raindance/G16640/Hs_675.T/current/Hs_675.T.bam,gs://cclebams/raindance/G16640/Hs_675.T/current/Hs_675.T.bai
ACH-000791,,,,,,gs://cclebams/rna/G27509.RERF-LC-Ad1.2.bam,gs://cclebams/rna/G27509.RERF-LC-Ad1.2.bai,gs://cclebams/hybrid_capture/RERFLCAD1_LUNG.bam,gs://cclebams/hybrid_capture/RERFLCAD1_LUNG.bai,gs://cclebams/targeted/C1926/RERF-LC-Ad1/current/RERF-LC-Ad1.bam,gs://cclebams/targeted/C1926/RERF-LC-Ad1/current/RERF-LC-Ad1.bai,gs://cclebams/raindance/RERF-LC-Ad1.bam,gs://cclebams/raindance/RERF-LC-Ad1.bai
ACH-000939,,,,gs://cclebams/wgs/G32831/SK-UT-1/v1/SK-UT-1.bam,gs://cclebams/wgs/G32831/SK-UT-1/v1/SK-UT-1.bai,gs://cclebams/rna/G27487.SK-UT-1.2.bam,gs://cclebams/rna/G27487.SK-UT-1.2.bai,gs://cclebams/hybrid_capture/SKUT1_SOFT_TISSUE.bam,gs://cclebams/hybrid_capture/SKUT1_SOFT_TISSUE.bai,,,gs://cclebams/raindance/G16640/SK-UT-1/current/SK-UT-1.bam,gs://cclebams/raindance/G16640/SK-UT-1/current/SK-UT-1.bai
