,cds_id,arxspan_id,version,sm_id,ccle_name,stripped_cell_line_name,patient_id,cellosaurus_id,bam_public_sra_path,internal_bam_filepath,internal_bai_filepath,parent_cell_line,gender,matched_normal,age,primary_site,primary_disease,subtype,subsubtype,origin,mediatype,condition,datatype,sequencing_type,baits,comments,source,sequencing_date,release_date,bam_qc,processing_qc,crc32c_hash,18q1,18q2,18q3,18q4,19q1,19q2,19q3,19q4,20q1,20q2,size
3011,CDS-GAvfsF,ACH-000763,1,,,MM1S,PT-OrWYYbFL,CVCL_8792,,gs://cclebams/rna/G25233.MM1-S.1.bam,gs://cclebams/rna/G25233.MM1-S.1.bai,,Female,,45,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,Received from CCLE; originally academic lab,DEPMAP,1/11/2012,,,,chV4kA==,,,,,,,,,,,14121735675
3012,CDS-FDJfOM,ACH-000586,1,,,NCIH1876,PT-T3sOjInB,CVCL_1503,,gs://cclebams/rna/G25234.NCI-H1876.1.bam,gs://cclebams/rna/G25234.NCI-H1876.1.bai,,Male,,59.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,"CCLE line; According to Dr. Gazdar, who developed these cell lines, NCI-H1876 &amp; NCI-H1882 are from two different metastatic sites from the same patient.",DEPMAP,1/11/2012,,,,jBEecA==,,,,,,,,,,,13706886688
3013,CDS-dLv6LS,ACH-000780,1,,,NCIH1105,PT-Mj67tUzP,CVCL_1455,,gs://cclebams/rna/G25235.NCI-H1105.1.bam,gs://cclebams/rna/G25235.NCI-H1105.1.bai,,Male,,73.0,lymph_node,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,okiidA==,,,,,,,,,,,13483751175
3014,CDS-BDKhU5,ACH-000945,1,,,NCIH650,PT-rugeqhSa,CVCL_1575,,gs://cclebams/rna/G25236.NCI-H650.1.bam,gs://cclebams/rna/G25236.NCI-H650.1.bai,,Male,,U,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,/FI7iw==,,,,,,,,,,,12457259910
3015,CDS-65iYzF,ACH-000481,1,,,NCIH2170,PT-IZKDvG3a,CVCL_1535,,gs://cclebams/rna/G25237.NCI-H2170.1.bam,gs://cclebams/rna/G25237.NCI-H2170.1.bai,,Male,,U,lung,Lung Cancer,NSCLC,NSCLC_squamous,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,hKUi6g==,,,,,,,,,,,13185855100
3016,CDS-jmDKLr,ACH-000356,1,,,MKN45,PT-mRXnrDLw,CVCL_0434,,gs://cclebams/rna/G25238.MKN-45.1.bam,gs://cclebams/rna/G25238.MKN-45.1.bai,,Female,,62.0,liver,Gastric Cancer,gastric_adenocarcinoma,diffuse_gastric,gastric,,,rna,,polyA,CCLE line; Diffuse gastric cancer,DEPMAP,1/11/2012,,,,ZH4Usw==,,,,,,,,,,,14835927597
3017,CDS-fi49Tu,ACH-000879,1,,,MFE296,PT-AoQeWmhQ,CVCL_1406,,gs://cclebams/rna/G25239.MFE-296.1.bam,gs://cclebams/rna/G25239.MFE-296.1.bai,,Female,,68.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,oBTWcw==,,,,,,,,,,,16365413873
3018,CDS-IPvOhB,ACH-000893,1,,,NCIH1651,PT-LRgbHk7Q,CVCL_1484,,gs://cclebams/rna/G25240.NCI-H1651.3.bam,gs://cclebams/rna/G25240.NCI-H1651.3.bai,,Male,,71.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; Derived from never smoker,DEPMAP,1/11/2012,,,,4YaECA==,,,,,,,,,,,10687145889
3019,CDS-JKs6SC,ACH-000639,1,,,NCIH211,PT-qx5q3CuG,CVCL_1529,,gs://cclebams/rna/G25241.NCI-H211.1.bam,gs://cclebams/rna/G25241.NCI-H211.1.bai,,Female,,50.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,LnRYXQ==,,,,,,,,,,,15308082558
3020,CDS-LO4sqV,ACH-000551,1,,,K562,PT-Elndt09g,CVCL_0004,,gs://cclebams/rna/G25242.K-562.3.bam,gs://cclebams/rna/G25242.K-562.3.bai,,Female,,53.0,pleural_effusion,Leukemia,CML,blast_crisis,blood,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,Mflh1A==,,,,,,,,,,,13577783919
3021,CDS-FMqnOz,ACH-000394,1,,,NCIH2081,PT-9JuIBovo,CVCL_1522,,gs://cclebams/rna/G25243.NCI-H2081.1.bam,gs://cclebams/rna/G25243.NCI-H2081.1.bai,,Female,,59.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,3GnXZg==,,,,,,,,,,,15662083633
3022,CDS-3qLRGs,ACH-000035,1,,,NCIH1650,PT-YmONkZ7N,CVCL_1483,,gs://cclebams/rna/G25244.NCI-H1650.1.bam,gs://cclebams/rna/G25244.NCI-H1650.1.bai,,Male,,27.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line; pleural effusion,DEPMAP,1/11/2012,,,,frcU0g==,,,,,,,,,,,15542680754
3023,CDS-kHksrg,ACH-000752,1,,,NCIH196,PT-XypHc2y9,CVCL_1509,,gs://cclebams/rna/G25245.NCI-H196.1.bam,gs://cclebams/rna/G25245.NCI-H196.1.bai,,Male,,68.0,pleural_effusion,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line; Variant,DEPMAP,1/11/2012,,,,giToSA==,,,,,,,,,,,11489426114
3024,CDS-Hb057A,ACH-000399,1,,,NCIH2196,PT-yN0nuqQW,CVCL_1539,,gs://cclebams/rna/G25246.NCI-H2196.1.bam,gs://cclebams/rna/G25246.NCI-H2196.1.bai,,Male,,67.0,bone_marrow,Lung Cancer,SCLC,,lung,,,rna,,polyA,CCLE line,DEPMAP,1/11/2012,,,,aeUz0g==,,,,,,,,,,,14874593705
3025,CDS-B8Y5XE,ACH-000231,1,,,KALS1,PT-czLHQiOf,CVCL_1323,,gs://cclebams/rna/G26172.KALS-1.2.bam,gs://cclebams/rna/G26172.KALS-1.2.bai,,Female,,74,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,eGdasg==,,,,,,,,,,,16100361308
3026,CDS-dF8gnY,ACH-000738,1,,,GB1,PT-iuGM5uMM,CVCL_1227,,gs://cclebams/rna/G26173.GB-1.2.bam,gs://cclebams/rna/G26173.GB-1.2.bai,,Male,,35.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,Sc24/Q==,,,,,,,,,,,12337733151
3027,CDS-lkiTDA,ACH-000177,1,,,NCIH660,PT-c76xcJIR,CVCL_1576,,gs://cclebams/rna/G26174.NCI-H660.2.bam,gs://cclebams/rna/G26174.NCI-H660.2.bai,,Male,,63.0,lymph_node,Prostate Cancer,prostate_small_cell,,prostate,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,moJBPg==,,,,,,,,,,,15490007124
3028,CDS-ljIdVe,ACH-000558,1,,,A172,PT-xO4ZNPAD,CVCL_0131,,gs://cclebams/rna/G26175.A172.2.bam,gs://cclebams/rna/G26175.A172.2.bai,,Male,,53.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line; glioblastoma_multiforme,DEPMAP,1/1/2013,,,,xCp1IA==,,,,,,,,,,,13545145441
3029,CDS-3SCAaf,ACH-000856,1,,,CAL51,PT-E903yYa4,CVCL_1110,,gs://cclebams/rna/G26176.CAL-51.2.bam,gs://cclebams/rna/G26176.CAL-51.2.bai,,Female,,45.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,rna,,polyA,CCLE line; TNBC; basal,DEPMAP,1/1/2013,,,,ZG75Dw==,,,,,,,,,,,13858650774
3030,CDS-bT3H5K,ACH-000301,1,,,LAMA84,PT-6srSkj6O,CVCL_0388,,gs://cclebams/rna/G26177.LAMA-84.2.bam,gs://cclebams/rna/G26177.LAMA-84.2.bai,,Female,,29.0,haematopoietic_and_lymphoid_tissue,Leukemia,CML,blast_crisis,blood,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,xb3qpg==,,,,,,,,,,,15113009197
3031,CDS-T8ywaR,ACH-000821,1,,,EJM,PT-PTdMqfER,CVCL_2030,,gs://cclebams/rna/G26178.EJM.2.bam,gs://cclebams/rna/G26178.EJM.2.bai,,Female,,58.0,ascites,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,PvwZ6Q==,,,,,,,,,,,14618506912
3032,CDS-ivy4Pz,ACH-000966,1,,,IGROV1,PT-XzZiG8st,CVCL_1304,,gs://cclebams/rna/G26179.IGROV1.2.bam,gs://cclebams/rna/G26179.IGROV1.2.bai,,Female,,47.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,ovary,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,LnmhBA==,,,,,,,,,,,13789049620
3033,CDS-ng0wY9,ACH-000938,1,,,NALM6,PT-kc5aLLTO,CVCL_0092,,gs://cclebams/rna/G26180.NALM-6.2.bam,gs://cclebams/rna/G26180.NALM-6.2.bai,,Male,,19.0,haematopoietic_and_lymphoid_tissue,Leukemia,ALL,b_cell,blood,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,F7IdJQ==,,,,,,,,,,,13907729066
3034,CDS-HtJ9XE,ACH-000574,1,,,FUOV1,PT-5E1kla7U,CVCL_2047,,gs://cclebams/rna/G26181.FU-OV-1.2.bam,gs://cclebams/rna/G26181.FU-OV-1.2.bai,,Female,,65.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; High grade ovarian serous adenocarcinoma,DEPMAP,1/1/2013,,,,oFew6g==,,,,,,,,,,,12875994561
3035,CDS-9mc9ZP,ACH-000380,1,,,KMS12BM,PT-REEEaF78,CVCL_1334,,gs://cclebams/rna/G26182.KMS-12-BM.2.bam,gs://cclebams/rna/G26182.KMS-12-BM.2.bai,,Female,,64.0,bone_marrow,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,dq4ZXg==,,,,,,,,,,,14192384500
3036,CDS-vyE84p,ACH-000256,2,,,COV318,PT-rZyIN7De,CVCL_2419,,gs://cclebams/rna/G26183.COV318.2.bam,gs://cclebams/rna/G26183.COV318.2.bai,,Female,,U,ascites,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; ovarian epithelial-serous carcinoma,DEPMAP,1/1/2013,,,,f6syyw==,,,,,,,,,,,16936845554
3037,CDS-n28jEf,ACH-000496,1,,,NCIH1792,PT-yj5xIEM7,CVCL_1495,,gs://cclebams/rna/G26184.NCI-H1792.2.bam,gs://cclebams/rna/G26184.NCI-H1792.2.bai,,Male,,50.0,pleural_effusion,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,3mZ4LQ==,,,,,,,,,,,13465691113
3038,CDS-IrUHqr,ACH-000668,1,,,HCC70,PT-rBSNsIjF,CVCL_1270,,gs://cclebams/rna/G26185.HCC70.2.bam,gs://cclebams/rna/G26185.HCC70.2.bai,,Female,,49.0,breast,Breast Cancer,breast_ductal_carcinoma,ERneg_HER2neg,breast,,,rna,,polyA,CCLE line; TNBC; basal,DEPMAP,1/1/2013,,,,2Bwr7A==,,,,,,,,,,,14907350257
3039,CDS-8THSoQ,ACH-000580,1,,,C32,PT-IBx5yvTA,CVCL_1097,,gs://cclebams/rna/G26186.C32.2.bam,gs://cclebams/rna/G26186.C32.2.bai,,Male,,53.0,skin,Skin Cancer,melanoma,amelanotic,skin,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,FAWatw==,,,,,,,,,,,14402264240
3040,CDS-C8LVER,ACH-001129,1,,,MONOMAC1,PT-EDkpMwcH,CVCL_1425,,gs://cclebams/rna/G26187/MONO-MAC-1/v3/MONO-MAC-1.bam,gs://cclebams/rna/G26187/MONO-MAC-1/v3/MONO-MAC-1.bai,,Male,,64.0,haematopoietic_and_lymphoid_tissue,Leukemia,AML,,blood,,,rna,,polyA,CCLE line; MLL-AF4; p53 mut; RAS WT; FLT3-ITD; MONO-MAC-1 and MONO-MAC-6 were derived from the same patient,DEPMAP,1/1/2013,,,,QXkrEg==,,,,,,,,,,,13503974177
3041,CDS-fC2d8I,ACH-000102,1,,,GMS10,PT-slDGtOlg,CVCL_1233,,gs://cclebams/rna/G26188.GMS-10.2.bam,gs://cclebams/rna/G26188.GMS-10.2.bai,,Male,,49.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,AZAN2A==,,,,,,,,,,,16121009682
3042,CDS-1zXAD5,ACH-000138,1,,,CFPAC1,PT-ItVTVtt7,CVCL_1119,,gs://cclebams/rna/G26189.CFPAC-1.2.bam,gs://cclebams/rna/G26189.CFPAC-1.2.bai,,Male,,26.0,liver,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,u7bQoA==,,,,,,,,,,,14989017485
3043,CDS-2tsdyV,ACH-000704,1,,,OAW42,PT-81Gv9Ry6,CVCL_1615,,gs://cclebams/rna/G26190.OAW42.2.bam,gs://cclebams/rna/G26190.OAW42.2.bai,,Female,,46,ascites,Ovarian Cancer,ovary_carcinoma,,ovary,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,FA8Utg==,,,,,,,,,,,16766368757
3044,CDS-Z1Gp8q,ACH-000278,1,,,COV362,PT-YIEmg6lh,CVCL_2420,,gs://cclebams/rna/G26191.COV362.2.bam,gs://cclebams/rna/G26191.COV362.2.bai,,Female,,U,pleural_effusion,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; High grade ovarian serous adenocarcinoma; Epithelial-Endometroid,DEPMAP,1/1/2013,,,,dMb77Q==,,,,,,,,,,,17136959508
3045,CDS-n9A7Tu,ACH-000536,1,,,BT20,PT-k9G5Hq6D,CVCL_0178,,gs://cclebams/rna/G26192.BT-20.2.bam,gs://cclebams/rna/G26192.BT-20.2.bai,,Female,,74.0,breast,Breast Cancer,breast_ductal_carcinoma,ERneg_HER2neg,breast,,,rna,,polyA,CCLE line; basal; TNBC,DEPMAP,1/1/2013,,,,OYjPhA==,,,,,,,,,,,20183994801
3046,CDS-FTMqZA,ACH-000204,1,,,LP1,PT-c9E8ppb3,CVCL_0012,,gs://cclebams/rna/G26193.LP-1.2.bam,gs://cclebams/rna/G26193.LP-1.2.bai,,Female,,56.0,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,kqg1Og==,,,,,,,,,,,15423309523
3047,CDS-AksNNo,ACH-000012,1,,,HCC827,PT-y2JqW8JP,CVCL_2063,,gs://cclebams/rna/G26194.HCC827.2.bam,gs://cclebams/rna/G26194.HCC827.2.bai,,Female,,39.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,wl+GCQ==,,,,,,,,,,,16894376232
3048,CDS-MF3CAO,ACH-000479,1,,,KNS81,PT-DC0eSG7X,CVCL_2799,,gs://cclebams/rna/G26195.KNS-81.2.bam,gs://cclebams/rna/G26195.KNS-81.2.bai,,Male,,65.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,4uO8ww==,,,,,,,,,,,14856293613
3049,CDS-N5pKBq,ACH-000270,1,,,HPAC,PT-TjRdrqOM,CVCL_3517,,gs://cclebams/rna/G26196.HPAC.2.bam,gs://cclebams/rna/G26196.HPAC.2.bai,,Female,,64.0,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,rna,,polyA,CCLE line; Identical lines: KCI-MOH1 is a derivative of HPAC,DEPMAP,1/1/2013,,,,igdiWA==,,,,,,,,,,,13691671734
3050,CDS-ySZDnK,ACH-000900,1,,,NCIH23,PT-PK21WciU,CVCL_1547,,gs://cclebams/rna/G26197.NCI-H23.2.bam,gs://cclebams/rna/G26197.NCI-H23.2.bai,,Male,,51.0,lung,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,+HW+vA==,,,,,,,,,,,17237898910
3051,CDS-glxgsR,ACH-000445,1,,,KNS60,PT-Okx4GbjD,CVCL_2798,,gs://cclebams/rna/G26198.KNS-60.2.bam,gs://cclebams/rna/G26198.KNS-60.2.bai,,Male,,55.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,vKDiWg==,,,,,,,,,,,13451759652
3052,CDS-smQgbV,ACH-000595,1,,,LN229,PT-u0fXOC55,CVCL_0393,,gs://cclebams/rna/G26199.LN-229.2.bam,gs://cclebams/rna/G26199.LN-229.2.bai,,Female,,60.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,8HSjag==,,,,,,,,,,,15953565442
3053,CDS-AExPJi,ACH-000002,1,,,HL60,PT-hP5kD8Zz,CVCL_0002,,gs://cclebams/rna/G26200.HL-60.2.bam,gs://cclebams/rna/G26200.HL-60.2.bai,,Female,,35.0,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M3,blood,,,rna,,polyA,CCLE line; no known fusion; p53 mut; NRAS mut; Eos-HL-60 is a variant of the promyelocytic cell line HL60 (ECACC) established by sub-cloning in methylcellulose.,DEPMAP,1/1/2013,,,,CuZx1Q==,,,,,,,,,,,13542178693
3054,CDS-YfNYy2,ACH-000812,1,,,COLO783,PT-PPrfnDOA,CVCL_1997,,gs://cclebams/rna/G26201.COLO-783.2.bam,gs://cclebams/rna/G26201.COLO-783.2.bai,,Female,,48.0,lymph_node,Skin Cancer,melanoma,,skin,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,BrDsAQ==,,,,,,,,,,,14791499498
3055,CDS-dTWklG,ACH-000969,1,,,KM12,PT-7uMI3v4f,CVCL_1331,,gs://cclebams/rna/G26202.KM12.2.bam,gs://cclebams/rna/G26202.KM12.2.bai,,Unknown,,U,large_intestine,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,B7TTMA==,,,,,,,,,,,16529541248
3056,CDS-kFv9xI,ACH-000416,1,,,NCIH838,PT-WMUbreG3,CVCL_1594,,gs://cclebams/rna/G26203.NCI-H838.2.bam,gs://cclebams/rna/G26203.NCI-H838.2.bai,,Male,,59.0,lymph_node,Lung Cancer,NSCLC,NSCLC_adenocarcinoma,lung,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,gadBsg==,,,,,,,,,,,20444705268
3057,CDS-UGUDvA,ACH-000950,1,,,LOVO,PT-0ha43rxx,CVCL_0399,,gs://cclebams/rna/G26204.LoVo.2.bam,gs://cclebams/rna/G26204.LoVo.2.bai,,Male,,56.0,lymph_node,Colon/Colorectal Cancer,colorectal_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,lOJI+g==,,,,,,,,,,,17999420335
3058,CDS-owqRTD,ACH-000168,1,,,NOMO1,PT-YjYUTIdy,CVCL_1609,,gs://cclebams/rna/G26205.NOMO-1.2.bam,gs://cclebams/rna/G26205.NOMO-1.2.bai,,Female,,31.0,bone_marrow,Leukemia,AML,M5,blood,,,rna,,polyA,CCLE line; MLL-AF6; p53 WT; RAS WT; AML M5a,DEPMAP,1/1/2013,,,,QdJAKQ==,,,,,,,,,,,18389903416
3059,CDS-pLe4LB,ACH-000212,1,,,CAL120,PT-gAFBmmkd,CVCL_1104,,gs://cclebams/rna/G26206.CAL-120.2.bam,gs://cclebams/rna/G26206.CAL-120.2.bai,,Female,,43.0,pleural_effusion,Breast Cancer,breast_carcinoma,ERneg_HER2neg,breast,,,rna,,polyA,"CCLE line; Basal, TNBC",DEPMAP,1/1/2013,,,,9p948A==,,,,,,,,,,,13557437467
3060,CDS-1mUpO8,ACH-000006,1,,,MONOMAC6,PT-EDkpMwcH,CVCL_1426,,gs://cclebams/rna/G26207.MONO-MAC-6.2.bam,gs://cclebams/rna/G26207.MONO-MAC-6.2.bai,,Male,,64.0,haematopoietic_and_lymphoid_tissue,Leukemia,AML,M5,blood,,,rna,,polyA,CCLE line; RUNX1-ATP8A2; p53 mut; RAS WT; FLT3 dependent in SH data; MONO-MAC-1 and MONO-MAC-6 were derived from the same patient,DEPMAP,1/1/2013,,,,rmMQEw==,,,,,,,,,,,16607285824
3061,CDS-DoX4iK,ACH-000324,1,,,JHOC5,PT-lTX2Cz2f,CVCL_4640,,gs://cclebams/rna/G26208.JHOC-5.2.bam,gs://cclebams/rna/G26208.JHOC-5.2.bai,,Female,,47,ovary,Ovarian Cancer,ovary_adenocarcinoma,clear_cell,ovary,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,V5E0Yg==,,,,,,,,,,,16635311735
3062,CDS-3KL0ED,ACH-000269,1,,,AM38,PT-L9VR06Ke,CVCL_1070,,gs://cclebams/rna/G26209.AM-38.2.bam,gs://cclebams/rna/G26209.AM-38.2.bai,,Male,,36.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,fN5tXQ==,,,,,,,,,,,18128486657
3063,CDS-PbFN70,ACH-000237,1,,,JHOM1,PT-ctg5tyR3,CVCL_4644,,gs://cclebams/rna/G26210.JHOM-1.2.bam,gs://cclebams/rna/G26210.JHOM-1.2.bai,,Female,,88.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,mucinous,ovary,,,rna,,polyA,CCLE line; mucinous,DEPMAP,1/1/2013,,,,FCXo8g==,,,,,,,,,,,16225031390
3064,CDS-Av8AIN,ACH-000360,1,,,NCIH508,PT-WLPrFoJ3,CVCL_1564,,gs://cclebams/rna/G26211.NCI-H508.2.bam,gs://cclebams/rna/G26211.NCI-H508.2.bai,,Male,,55.0,abdomen,Colon/Colorectal Cancer,caecum_adenocarcinoma,,colorectal,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,+hpDMg==,,,,,,,,,,,15579643776
3065,CDS-zx92JS,ACH-000052,1,,,A673,PT-qNV2hluC,CVCL_0080,,gs://cclebams/rna/G26212.A-673.2.bam,gs://cclebams/rna/G26212.A-673.2.bai,,Female,,15.0,soft_tissue,Bone Cancer,Ewing_sarcoma,,bone,,,rna,,polyA,(RNAseq) EWS/FLI,DEPMAP,1/1/2013,,,,cs0bmA==,,,,,,,,,,,18668579479
3066,CDS-M6mnMA,ACH-000426,1,,,KMS20,PT-lptKRdjE,CVCL_2990,,gs://cclebams/rna/G26213.KMS-20.2.bam,gs://cclebams/rna/G26213.KMS-20.2.bai,,Female,,65.0,bone_marrow,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,LYAn4w==,,,,,,,,,,,16785687427
3067,CDS-kpzIIP,ACH-000103,1,,,CAOV4,PT-uHhCIhkV,CVCL_0202,,gs://cclebams/rna/G26214.Caov-4.2.bam,gs://cclebams/rna/G26214.Caov-4.2.bai,,Female,,45.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; High grade ovarian serous adenocarcinoma,DEPMAP,1/1/2013,,,,FrCdoA==,,,,,,,,,,,18059308487
3068,CDS-xDYhnI,ACH-000542,1,,,HEYA8,PT-OUgOPEWy,CVCL_8878,,gs://cclebams/rna/G26215.Hey-A8.2.bam,gs://cclebams/rna/G26215.Hey-A8.2.bai,,Female,,U,ascites,Ovarian Cancer,ovary_adenocarcinoma,low_grade_serous,ovary,,,rna,,polyA,"High grade ovarian serous adenocarcinoma; Cisplatin-resistant derivations HeyA8 and HeyC2, both generated by passaging HEY in athymic nude mice (PMID:23934194).; Received from CCLE; originally academic lab",DEPMAP,1/1/2013,,,,Q30uJw==,,,,,,,,,,,12829408762
3069,CDS-sGiqBw,ACH-000281,1,,,KP2,PT-5e1AxTKo,CVCL_3004,,gs://cclebams/rna/G26216.KP-2.2.bam,gs://cclebams/rna/G26216.KP-2.2.bai,,Female,,65.0,pancreas,Pancreatic Cancer,exocrine,exocrine_adenocarcinoma,pancreas,,,rna,,polyA,CCLE line; moderately differentiated tubular Adenocarcinoma,DEPMAP,1/1/2013,,,,PQeqJQ==,,,,,,,,,,,14084476424
3070,CDS-jvAlOr,ACH-000244,1,,,DKMG,PT-wcDGHuZ9,CVCL_1173,,gs://cclebams/rna/G26217.DK-MG.2.bam,gs://cclebams/rna/G26217.DK-MG.2.bai,,Female,,67.0,central_nervous_system,Brain Cancer,glioma,glioblastoma,central_nervous_system,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,8SfJZQ==,,,,,,,,,,,11813050184
3071,CDS-FScidM,ACH-000954,1,,,HEC1A,PT-Dq4yG8qZ,CVCL_0293,,gs://cclebams/rna/G26218.HEC-1-A.2.bam,gs://cclebams/rna/G26218.HEC-1-A.2.bai,ACH-001517,Female,,71.0,endometrium,Endometrial/Uterine Cancer,endometrial_adenocarcinoma,,uterus,,,rna,,polyA,CCLE line; Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity,DEPMAP,1/1/2013,,,,we2VgQ==,,,,,,,,,,,15897233066
3072,CDS-PeTUl0,ACH-000393,1,,,HLF,PT-QCUicMdc,CVCL_2947,,gs://cclebams/rna/G26219.HLF.2.bam,gs://cclebams/rna/G26219.HLF.2.bai,,Male,,69.0,liver,Liver Cancer,hepatocellular_carcinoma,,liver,,,rna,,polyA,CCLE line; HLE &amp; HLF derived from the same patient (JCRB).,DEPMAP,1/1/2013,,,,fNpCgw==,,,,,,,,,,,16317292058
3073,CDS-F8ZB3Y,ACH-000584,1,,,JHOS4,PT-sYO9deCH,CVCL_4649,,gs://cclebams/rna/G26220.JHOS-4.2.bam,gs://cclebams/rna/G26220.JHOS-4.2.bai,,Female,,44.0,ovary,Ovarian Cancer,ovary_adenocarcinoma,high_grade_serous,ovary,,,rna,,polyA,CCLE line; Ovary serous cyst adenocarcinoma,DEPMAP,1/1/2013,,,,ed1+9g==,,,,,,,,,,,14219251564
3074,CDS-wMSwK1,ACH-000183,1,,,L363,PT-ShYwFUzy,CVCL_1357,,gs://cclebams/rna/G26221.L-363.2.bam,gs://cclebams/rna/G26221.L-363.2.bai,,Female,,36.0,haematopoietic_and_lymphoid_tissue,Myeloma,multiple_myeloma,,plasma_cell,,,rna,,polyA,CCLE line,DEPMAP,1/1/2013,,,,VDjNEA==,,,,,,,,,,,15083914194
