Adult/Pediatric,Alias,CCLE Name,CCLF Age,CCLF Gender,CDDB Registration Id,COSMIC.ID,Cell Line Name,Comments,Date Created,Date Last Modified,ELN Pages,MTA Terms,Original Source,Part of Genentech Project (Y/N),Part of PRISM,Part of Project Drive,Past CCLE names,Primary Disease,Primary Hist,Primary/Metastasis,Program,Projects,PubID,RRID,Sample Collection Site,Sanger Model ID,Sharing Terms,Stripped Cell Line Name,Subtype,User Created,User Last Modified,WTSI Master Cell ID,arxspan_id,depmap_disease,depmap_disease_subtype,depmap_molecular_subtype,depmap_public_comments,depmap_tissue
Pediatric,,RUCH3_SOFT_TISSUE,,Unknown,CDDB:156421,,Ruch-3,"Received from Academic lab (Schaefer, University of Zurich)",12/09/2016 02:13:03 PM,11/21/2019 11:49:47 AM,[{'ACH-001748-00': []}],No,Academic lab,,,,,Sarcoma,rhabdomyosarcoma,,DMX,[],,,soft_tissue,,n/a,RUCH3,"Rhabdomyosarcoma, embryonal",Jennifer Roth,Emily Chambers,,ACH-001748,rhabdomyosarcoma,embryonal,,,soft_tissue
Pediatric,,BIRCH_SOFT_TISSUE,,Unknown,CDDB:156422,,Birch,"Received from Academic lab (Schaefer, University of Zurich)",12/09/2016 02:13:04 PM,11/21/2019 11:49:48 AM,[{'ACH-001749-00': []}],No,Academic lab,,,,,Sarcoma,rhabdomyosarcoma,,DMX,[],,,soft_tissue,,n/a,BIRCH,"Rhabdomyosarcoma, embryonal",Jennifer Roth,Emily Chambers,,ACH-001749,rhabdomyosarcoma,embryonal,,,soft_tissue
Pediatric,,TTC442_SOFT_TISSUE,,Male,CDDB:156139,,TTC442,"Received from Academic lab (Schaefer, University of Zurich)",12/09/2016 02:13:05 PM,11/20/2019 04:54:51 PM,[{'ACH-001750-00': []}],No,Academic lab,,PRN300,,,Sarcoma,rhabdomyosarcoma,,DMX,[],,CVCL_B255,soft_tissue,,n/a,TTC442,"Rhabdomyosarcoma, embryonal",Jennifer Roth,Emily Chambers,,ACH-001750,rhabdomyosarcoma,embryonal,,,soft_tissue
Pediatric,,RH36_SOFT_TISSUE,15,Male,CDDB:138446,,Rh36,"Received from Academic lab (Schaefer, University of Zurich)",12/09/2016 02:13:06 PM,11/20/2019 04:54:52 PM,[{'ACH-001751-00': []}],No,Academic lab,,PRN300,,,Sarcoma,rhabdomyosarcoma,,DMX,[],,CVCL_M599,soft_tissue,,n/a,RH36,"Rhabdomyosarcoma, embryonal",Jennifer Roth,Emily Chambers,,ACH-001751,rhabdomyosarcoma,embryonal,,,soft_tissue
Adult,,U937GC1A1_ENGINEERED,,Unknown,CDDB:156423,,U937-GC1-A1,"Received from Academic lab (Ebert, Broad)",01/04/2017 10:40:31 AM,11/21/2019 11:49:48 AM,[{'ACH-001752-00': []}],-1,Academic lab,-1,,,,Engineered,other,,-1,[],,,engineered,,,U937GC1A1,Acute Myelogenous Leukemia (AML),Nicole Dabkowski,Emily Chambers,,ACH-001752,AML,,,,engineered_blood
Adult,,U937GC3E1_ENGINEERED,,Unknown,CDDB:156424,,U937-GC3-E1,"Received from Academic lab (Ebert, Broad)",01/04/2017 10:49:50 AM,11/21/2019 11:49:48 AM,[{'ACH-001753-00': []}],-1,Academic lab,-1,,,,Engineered,other,,-1,[],,,engineered,,,U937GC3E1,Acute Myelogenous Leukemia (AML),Nicole Dabkowski,Emily Chambers,,ACH-001753,AML,,,,engineered_blood
Adult,,U937STAG2A2F11_ENGINEERED,,Unknown,CDDB:156425,,U937-STAG2-A2-F11,"Received from Academic lab (Ebert, Broad)",01/04/2017 10:51:49 AM,11/21/2019 11:49:48 AM,[{'ACH-001754-00': []}],-1,Academic lab,-1,,,,Engineered,other,,-1,[],,,engineered,,,U937STAG2A2F11,Acute Myelogenous Leukemia (AML),Nicole Dabkowski,Emily Chambers,,ACH-001754,AML,,,,engineered_blood
Adult,,U937STAG2A2G4_ENGINEERED,,Unknown,CDDB:156426,,U937-STAG2-A2-G4,"Received from Academic lab (Ebert, Broad)",01/04/2017 10:53:47 AM,11/21/2019 11:49:48 AM,[{'ACH-001755-00': []}],-1,Academic lab,-1,,,,Engineered,other,,-1,[],,,engineered,,,U937STAG2A2G4,Acute Myelogenous Leukemia (AML),Nicole Dabkowski,Emily Chambers,,ACH-001755,AML,,,,engineered_blood
Pediatric,RD/pcDNA 1,RDPCDNA1_ENGINEERED,,Unknown,CDDB:156114,,RD/pcDNA #1,"Received from Academic lab (Look, DFCI)",02/24/2017 06:37:08 AM,11/21/2019 11:49:48 AM,[{'ACH-001756-00': []}],-1,Academic lab,-1,,,,Engineered,other,,DMX,[],,,engineered,,,RDPCDNA1,Rhabdomyosarcoma,Karolina Stumbraite,Emily Chambers,,ACH-001756,RMS,,,,engineered_soft_tissue
Adult,,RDPCDNA2_ENGINEERED,,Unknown,CDDB:156427,,RD/pcDNA #2,"Received from Academic lab (Durbin, DFCI)",02/24/2017 06:37:09 AM,11/21/2019 11:49:49 AM,[{'ACH-001757-00': []}],-1,Academic lab,-1,,,,Engineered,other,,DMX,[],,,engineered,,,RDPCDNA2,Rhabdomyosarcoma,Karolina Stumbraite,Emily Chambers,,ACH-001757,RMS,,,,engineered_soft_tissue
Pediatric,,RDP3F7_ENGINEERED,,Unknown,CDDB:156112,,RD/P3F #7,"Received from Academic lab (Hospital for Sick Children, Toronto)",02/24/2017 06:37:10 AM,11/21/2019 11:49:49 AM,[{'ACH-001758-00': []}],-1,Academic lab,-1,,,,Engineered,other,,DMX,[],,,engineered,,,RDP3F7,Rhabdomyosarcoma,Karolina Stumbraite,Emily Chambers,,ACH-001758,RMS,,,,engineered_soft_tissue
Pediatric,,RDP3F9_ENGINEERED,,Unknown,CDDB:156113,,RD/P3F #9,"Received from Academic lab (Hospital for Sick Children, Toronto)",02/24/2017 06:37:11 AM,11/21/2019 11:49:49 AM,[{'ACH-001759-00': []}],-1,Academic lab,-1,,,,Engineered,other,,DMX,[],,,engineered,,,RDP3F9,Rhabdomyosarcoma,Karolina Stumbraite,Emily Chambers,,ACH-001759,RMS,,,,engineered_soft_tissue
Pediatric,,RDP3F14_ENGINEERED,,Unknown,CDDB:156111,,RD/P3F #14,"Received from Academic lab (Hospital for Sick Children, Toronto)",02/24/2017 06:37:12 AM,11/21/2019 11:49:49 AM,[{'ACH-001760-00': []}],-1,Academic lab,-1,,,,Engineered,other,,DMX,[],,,engineered,,,RDP3F14,Rhabdomyosarcoma,Karolina Stumbraite,Emily Chambers,,ACH-001760,RMS,,,,engineered_soft_tissue
Adult,,MPNST605_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156428,,MPNST605,"MTA terms not finalized; Received from Academic lab (Marino-Enriquez, BWH)",02/24/2017 06:37:12 AM,11/21/2019 11:49:49 AM,[{'ACH-001761-00': []}],Other,Academic lab,-1,,,,Sarcoma,sarcoma,,DMX,[],,,central_nervous_system,,,MPNST605,MPNST,Karolina Stumbraite,Emily Chambers,,ACH-001761,MPNST,,,,peripheral_nervous_system
Adult,,MPNST176_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156429,,MPNST176,"MTA terms not finalized; Received from Academic lab (Marino-Enriquez, BWH)",02/24/2017 06:37:13 AM,11/21/2019 11:49:49 AM,[{'ACH-001762-00': []}],Other,Academic lab,-1,,,,Sarcoma,sarcoma,,DMX,[],,,central_nervous_system,,,MPNST176,MPNST,Karolina Stumbraite,Emily Chambers,,ACH-001762,MPNST,,,,peripheral_nervous_system
Adult,,MPNST14_CENTRAL_NERVOUS_SYSTEM,,Male,CDDB:156430,,MPNST14,"MTA terms not finalized; Received from Academic lab (Marino-Enriquez, BWH)",02/24/2017 06:37:14 AM,11/20/2019 04:54:53 PM,[{'ACH-001763-00': []}],Other,Academic lab,-1,,,,Sarcoma,sarcoma,,DMX,[],,,central_nervous_system,,,MPNST14,MPNST,Karolina Stumbraite,Emily Chambers,,ACH-001763,MPNST,,,,peripheral_nervous_system
Adult,,MPNST69_CENTRAL_NERVOUS_SYSTEM,,Unknown,CDDB:156431,,MPNST69,"MTA terms not finalized; Received from Academic lab (Marino-Enriquez, BWH)",02/24/2017 06:37:15 AM,11/21/2019 11:49:49 AM,[{'ACH-001764-00': []}],Other,Academic lab,-1,,,,Sarcoma,sarcoma,,DMX,[],,,central_nervous_system,,,MPNST69,MPNST,Karolina Stumbraite,Emily Chambers,,ACH-001764,MPNST,,,,peripheral_nervous_system
Pediatric,,RH4_SOFT_TISSUE,,Female,CDDB:156116,,Rh4,"Received from Academic lab (Hospital for Sick Children, Toronto)",02/24/2017 06:37:16 AM,11/20/2019 04:54:53 PM,[{'ACH-001765-00': []}],,Academic lab,,PRN300,,,Sarcoma,,Metastasis,DMX,[],,CVCL_5916,liver,,,RH4,"Rhabdomyosarcoma, alveolar",Karolina Stumbraite,Emily Chambers,,ACH-001765,rhabdomyosarcoma,alveolar,,,soft_tissue
Adult,KHYG-1,[MERGED_TO_ACH-001100]KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:155880,,KHYG-1,,03/02/2017 08:03:07 AM,11/21/2019 11:49:49 AM,[{'ACH-001766-00': []}],-1,,-1,,,,Leukemia,other,,Appendix,"[{'projectName': 'PRISM - General', 'projectId': '200000429'}]",,,haematopoietic_and_lymphoid_tissue,,,KHYG1,,Colin Trepicchio,Emily Chambers,,ACH-001766,unspecified_leukemia,,,,blood
Pediatric,,CCLFPEDS0018T_SOFT_TISSUE,,Unknown,CDDB:155946,,CCLF_PEDS_0018_T,not RMS - found to be a fibroblast,03/03/2017 09:25:33 AM,12/16/2019 03:48:08 PM,[{'ACH-001767-00': []}],-1,,-1,-1,-1,PEDS172T_SOFT_TISSUE,Fibroblast,rhabdomyosarcoma,,CCLF,[],,,fibroblast,,,CCLFPEDS0018T,Soft tissue,Karolina Stumbraite,Iris Fung,,ACH-001767,fibroblast_soft_tissue,alveolar,,,fibroblast
Adult,,K562-GC1-1_ENGINEERED,,Unknown,CDDB:156432,,K562-GC1-1,,03/16/2017 04:34:07 PM,11/21/2019 11:49:50 AM,[{'ACH-001768-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562GC11,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001768,CML,blast_crisis,,,blood
Adult,,K562-GC1-2_ENGINEERED,,Unknown,CDDB:156433,,K562-GC1-2,,03/16/2017 04:34:09 PM,11/21/2019 11:49:50 AM,[{'ACH-001769-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562GC12,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001769,CML,blast_crisis,,,blood
Adult,,K562-SMC3-F9_ENGINEERED,,Unknown,CDDB:156434,,K562-SMC3-F9,,03/16/2017 04:34:10 PM,11/21/2019 11:49:50 AM,[{'ACH-001770-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562SMC3F9,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001770,CML,blast_crisis,,,blood
Adult,,K562-SMC3-H9_ENGINEERED,,Unknown,CDDB:156435,,K562-SMC3-H9,,03/16/2017 04:34:11 PM,11/21/2019 11:49:50 AM,[{'ACH-001771-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562SMC3H9,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001771,CML,blast_crisis,,,blood
Adult,,K562-STAG2-C2_ENGINEERED,,Unknown,CDDB:156436,,K562-STAG2-C2,,03/16/2017 04:34:13 PM,11/21/2019 11:49:50 AM,[{'ACH-001772-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562STAG2C2,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001772,CML,blast_crisis,,,blood
Adult,,K562-STAG2-D5_ENGINEERED,,Unknown,CDDB:156437,,K562-STAG2-D5,,03/16/2017 04:34:14 PM,11/21/2019 11:49:50 AM,[{'ACH-001773-00': []}],,,,PRN300,,,Leukemia,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,K562STAG2D5,"Chronic Myelogenous Leukemia (CML), blast crisis",Colin Trepicchio,Emily Chambers,,ACH-001773,CML,blast_crisis,,,blood
Adult,,TF1-GC1-1_ENGINEERED,,Unknown,CDDB:156438,,TF1-GC1-1,,03/16/2017 04:34:15 PM,11/21/2019 11:49:51 AM,[{'ACH-001774-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1GC11,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001774,AML,,,,engineered_blood
Adult,,TF1-GC1-2_ENGINEERED,,Unknown,CDDB:156439,,TF1-GC1-2,,03/16/2017 04:34:17 PM,11/21/2019 11:49:51 AM,[{'ACH-001775-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1GC12,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001775,AML,,,,engineered_blood
Adult,,TF1-SMC3-C6_ENGINEERED,,Unknown,CDDB:156440,,TF1-SMC3-C6,,03/16/2017 04:34:18 PM,11/21/2019 11:49:51 AM,[{'ACH-001776-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1SMC3C6,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001776,AML,,,,engineered_blood
Adult,,TF1-SMC3-D6_ENGINEERED,,Unknown,CDDB:156441,,TF1-SMC3-D6,,03/16/2017 04:34:20 PM,11/21/2019 11:49:51 AM,[{'ACH-001777-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1SMC3D6,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001777,AML,,,,engineered_blood
Adult,,TF1-STAG2-A10_ENGINEERED,,Unknown,CDDB:156442,,TF1-STAG2-A10,,03/16/2017 04:34:21 PM,11/21/2019 11:49:51 AM,[{'ACH-001778-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1STAG2A10,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001778,AML,,,,engineered_blood
Adult,,TF1-STAG2-B6_ENGINEERED,,Unknown,CDDB:156443,,TF1-STAG2-B6,,03/16/2017 04:34:22 PM,11/21/2019 11:49:51 AM,[{'ACH-001779-00': []}],-1,,-1,PRN300,-1,,Engineered,-1,,-1,[],,,haematopoietic_and_lymphoid_tissue,,,TF1STAG2B6,"Acute Myelogenous Leukemia (AML), M6 (Erythroleukemia)",Colin Trepicchio,Emily Chambers,,ACH-001779,AML,,,,engineered_blood
Adult,U937-GC1-1_ENGINEERED,U937GC11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156444,,U937-GC1-1,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:23 PM,11/21/2019 11:49:51 AM,[{'ACH-001780-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937GC11,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001780,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,U937-GC1-3_ENGINEERED,U937GC13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156445,,U937-GC1-3,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:24 PM,11/21/2019 11:49:52 AM,[{'ACH-001781-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937GC13,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001781,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,U937-SMC3-H10_ENGINEERED,U937SMC3H10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156446,,U937-SMC3-H10,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:25 PM,11/21/2019 11:49:52 AM,[{'ACH-001782-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937SMC3H10,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001782,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,U937-SMC3-H8_ENGINEERED,U937SMC3H8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156447,,U937-SMC3-H8,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:27 PM,11/21/2019 11:49:52 AM,[{'ACH-001783-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937SMC3H8,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001783,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,U937-STAG2-A2_ENGINEERED,U937STAG2A2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156448,,U937-STAG2-A2,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:28 PM,11/21/2019 11:49:52 AM,[{'ACH-001784-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937STAG2A2,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001784,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,U937-STAG2-E10_ENGINEERED,U937STAG2E10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156449,,U937-STAG2-E10,"Received from Academic lab (Ebert, Broad)",03/16/2017 04:34:29 PM,11/21/2019 11:49:52 AM,[{'ACH-001785-00': []}],,Academic lab,,PRN300,,,Lymphoma,,Metastasis,,[],,,haematopoietic_and_lymphoid_tissue,,,U937STAG2E10,"B-cell, Non-Hodgkins, Histiocytic",Colin Trepicchio,Emily Chambers,,ACH-001785,non_hodgkin_lymphoma,b_cell_histiocytic,,,lymphocyte
Adult,,SNU1544_LARGE_INTESTINE,38,Female,CDDB:150112,,SNU-1544,,03/24/2017 11:13:19 AM,11/19/2019 01:42:22 PM,[{'ACH-001786-00': []}],-1,KCLB,-1,,,,Colon/Colorectal Cancer,Adenocarcinoma,Primary,DMX,[],,,large_intestine,,,SNU1544,Adenocarcinoma,Karolina Stumbraite,Emily Chambers,,ACH-001786,colorectal_adenocarcinoma,,,,colorectal
Pediatric,,BECK10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,Unknown,CDDB:156450,,BECK-10,"Collected from bone marrow; suspension culture; hypodiploid; Received from Academic lab (Loh, UCSF)",04/06/2017 10:11:48 AM,11/21/2019 11:49:52 AM,[{'ACH-001788-00': []}],-1,Academic lab,-1,,,BECK10_HAEMATOPOIETIC_AND_LYMPHOID,Leukemia,haematopoietic_neoplasm,,DMX,[],,,haematopoietic_and_lymphoid_tissue,,,BECK10,"Acute Lymphoblastic Leukemia (ALL), B-cell",Karolina Stumbraite,Emily Chambers,,ACH-001788,ALL,b_cell,,,blood
Pediatric,,RH18DM_SOFT_TISSUE,2,Unknown,CDDB:156115,,RH18-DM,"Received from Academic lab (Look, DFCI)",04/20/2017 01:33:57 PM,11/21/2019 11:49:52 AM,[{'ACH-001790-00': []}],-1,Academic lab,-1,-1,-1,RH18DM_SOFT_TISSUE; RH18DM_ENGINEERED,Sarcoma,rhabdomyosarcoma,,DMX,[],,,soft_tissue,,,RH18DM,"Rhabdomyosarcoma, embryonal",Karolina Stumbraite,Emily Chambers,,ACH-001790,rhabdomyosarcoma,embryonal,,,soft_tissue
Adult,,LPS6_SOFT_TISSUE,,Unknown,CDDB:156451,,LPS6,"confirmed MDM2 amplification; Received from Academic lab (Sicinska, ?)",05/11/2017 11:37:10 AM,11/21/2019 11:49:53 AM,[{'ACH-001791-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],PMID: 9892106,,soft_tissue,,,LPS6,,Karolina Stumbraite,Emily Chambers,,ACH-001791,liposarcoma,,,,soft_tissue
Adult,,LPS21_SOFT_TISSUE,,Unknown,CDDB:156452,,LPS21,"confirmed MDM2 amplification; Received from Academic lab (Sicinska, ?)",05/11/2017 11:37:11 AM,11/21/2019 11:49:53 AM,[{'ACH-001792-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS21,,Karolina Stumbraite,Emily Chambers,,ACH-001792,liposarcoma,,,,soft_tissue
Adult,,LPS27_SOFT_TISSUE,,Unknown,CDDB:156453,,LPS27,"confirmed MDM2 amplification; Received from Academic lab (Sicinska, ?)",05/11/2017 11:37:12 AM,11/21/2019 11:49:53 AM,[{'ACH-001793-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS27,,Karolina Stumbraite,Emily Chambers,,ACH-001793,liposarcoma,,,,soft_tissue
Adult,,93T449_SOFT_TISSUE,,Unknown,CDDB:156454,,93T449,"confirmed MDM2 amplification; Received from Academic lab (Pedeutour, ?)",05/11/2017 11:37:13 AM,11/21/2019 11:49:53 AM,[{'ACH-001794-00': []}],Yes,Academic lab,,,,,Liposarcoma,,Primary,DMX,[],,CVCL_U614,soft_tissue,,,93T449,WDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001794,liposarcoma,WDLPS,,,soft_tissue
Adult,,94T778_SOFT_TISSUE,,Female,CDDB:156455,,94T778,"confirmed MDM2 amplification; Received from Academic lab (Pedeutour, ?)",05/11/2017 11:37:14 AM,11/20/2019 04:54:55 PM,[{'ACH-001795-00': []}],Yes,Academic lab,-1,-1,-1,T778_SOFT_TISSUE,Liposarcoma,-1,,DMX,[],,,soft_tissue,,,94T778,WDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001795,liposarcoma,WDLPS,,,soft_tissue
Adult,,95T1000_SOFT_TISSUE,,Unknown,CDDB:156456,,95T1000,"confirmed MDM2 amplification; Received from Academic lab (Pedeutour, ?)",05/11/2017 11:37:15 AM,11/21/2019 11:49:53 AM,[{'ACH-001796-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,CVCL_WU67,soft_tissue,,,95T1000,WDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001796,liposarcoma,WDLPS,,,soft_tissue
Adult,,LPS26_SOFT_TISSUE,,Unknown,CDDB:156457,,LPS26,confirmed MDM2 amplification; Received from Academic lab,05/11/2017 11:37:16 AM,11/21/2019 11:49:53 AM,[{'ACH-001797-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS26,,Karolina Stumbraite,Emily Chambers,,ACH-001797,liposarcoma,,,,soft_tissue
Adult,,NRHLS1_SOFT_TISSUE,,Unknown,CDDB:156458,,NRH-LS1,confirmed MDM2 amplification,05/11/2017 11:37:17 AM,11/21/2019 11:49:54 AM,[{'ACH-001798-00': []}],Yes,,,,,,Liposarcoma,,Metastasis,DMX,[],,,soft_tissue,,,NRHLS1,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001798,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS141_SOFT_TISSUE,,Unknown,CDDB:156459,,LPS141,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:17 AM,11/21/2019 11:49:54 AM,[{'ACH-001799-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS141,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001799,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS141239_SOFT_TISSUE,,Unknown,CDDB:156460,,LPS141/239,Received from Academic lab,05/11/2017 11:37:18 AM,11/21/2019 11:49:54 AM,[{'ACH-001800-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS141239,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001800,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS141266_SOFT_TISSUE,,Unknown,CDDB:156461,,LPS141/266,Received from Academic lab,05/11/2017 11:37:19 AM,11/21/2019 11:49:54 AM,[{'ACH-001801-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS141266,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001801,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS853_SOFT_TISSUE,,Unknown,CDDB:156462,,LPS853,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:20 AM,11/21/2019 11:49:54 AM,[{'ACH-001802-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS853,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001802,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS510_SOFT_TISSUE,,Unknown,CDDB:156463,,LPS510,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:21 AM,11/21/2019 11:49:54 AM,[{'ACH-001804-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS510,WD/DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001804,liposarcoma,WD_DDPLS,,,soft_tissue
Adult,,LPS407_SOFT_TISSUE,,Unknown,CDDB:156464,,LPS407,Received from Academic lab,05/11/2017 11:37:22 AM,11/21/2019 11:49:54 AM,[{'ACH-001805-00': []}],Yes,Academic lab,,,,,Liposarcoma,,Primary,DMX,[],,,soft_tissue,,,LPS407,WDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001805,liposarcoma,WDLPS,,,soft_tissue
Adult,,LPS789_SOFT_TISSUE,,Unknown,CDDB:156465,,LPS789,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:23 AM,11/21/2019 11:49:55 AM,[{'ACH-001806-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS789,WD/DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001806,liposarcoma,WD_DDPLS,,,soft_tissue
Adult,,LPS067_SOFT_TISSUE,,Unknown,CDDB:156466,,LPS067,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:24 AM,11/21/2019 11:49:55 AM,[{'ACH-001807-00': []}],Yes,Academic lab,,,,,Liposarcoma,,Primary,DMX,[],,,soft_tissue,,,LPS067,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001807,liposarcoma,DDLPS,,,soft_tissue
Adult,,LPS695_SOFT_TISSUE,,Unknown,CDDB:156467,,LPS695,"Received from Academic lab (Marino-Enriquez, BWH)",05/11/2017 11:37:25 AM,11/21/2019 11:49:55 AM,[{'ACH-001808-00': []}],Yes,Academic lab,,,,,Liposarcoma,,,DMX,[],,,soft_tissue,,,LPS695,DDLPS,Karolina Stumbraite,Emily Chambers,,ACH-001808,liposarcoma,DDLPS,,,soft_tissue
